BARCODE	CXCL14	GPR85	C12orf54	LINC01641
GTEX-1IDJD-0426-SM-CM2TO	155.7	0.3598	0.4452	0
GTEX-1IDJD-0926-SM-ACKWW	124	0.8055	0.1891	0
GTEX-1IDJD-1226-SM-CM2TP	1191	0.4917	0.2311	0
GTEX-1IDJD-1326-SM-CM2TQ	11.62	0.006742	0.1772	0
GTEX-1IDJD-1426-SM-CM2TR	23.65	0.05157	0.6456	0
GTEX-1IDJD-1526-SM-CMKGA	409.5	0.9613	0.5676	0
GTEX-1IDJD-1626-SM-C1YRC	227.9	0.05588	3.637	0
GTEX-1IDJD-2026-SM-A96TC	3.45	0.7218	2.811	0
GTEX-1IDJD-2226-SM-A96TD	3.278	0.5624	1.491	0
GTEX-1IDJD-2326-SM-ACKWX	1562	0.167	0.4502	0
GTEX-1IDJD-2426-SM-C1YS6	25.8	0.1337	0.07811	0
GTEX-1IDJD-2526-SM-C1YSA	218.2	0.6027	0.5721	0
GTEX-1IDJE-0006-SM-A9G1B	0.3345	0.03925	0	0
GTEX-1IDJE-0126-SM-C1YQ6	203.2	2.389	0.07107	0
GTEX-1IDJE-0326-SM-CM2TD	22.47	0.251	0	0
GTEX-1IDJE-0826-SM-CKZNZ	432	0.5034	0.7353	0
GTEX-1IDJE-1026-SM-ADEIE	4.212	0.6314	0.4811	0
GTEX-1IDJE-1126-SM-A96SO	4.625	1.345	1.279	0
GTEX-1IDJE-1426-SM-ADEIW	2041	0.1641	0.8717	0
GTEX-1IDJE-1526-SM-A9SLG	13.25	0.4622	0.6207	0
GTEX-1IDJE-2326-SM-A9SLH	520.5	0.3507	1.276	0
GTEX-1IDJE-2426-SM-ACKWF	55.05	0.121	0.1178	0
GTEX-1IDJF-0005-SM-ARU6P	0.01764	0.008967	0	0
GTEX-1IDJF-0126-SM-CM2RS	1001	0.1552	0.8841	0
GTEX-1IDJF-0226-SM-CMKGE	290.5	0.324	0.5548	0
GTEX-1IDJF-0326-SM-ADEIG	8.999	0.01692	0.2307	0
GTEX-1IDJF-0426-SM-ACKWL	5.431	0.009621	0.2529	0
GTEX-1IDJF-0726-SM-CJI1U	0.2604	0.1324	0.05523	0
GTEX-1IDJF-0826-SM-ARU7N	2.264	1.237	0.06816	0
GTEX-1IDJF-0926-SM-ARL85	0.9971	0.1472	0.7643	0
GTEX-1IDJF-1126-SM-ARU7O	4.82	0.2085	0.7005	0
GTEX-1IDJF-1226-SM-C1YPX	108.3	0.08027	6.917	0
GTEX-1IDJF-1326-SM-A9G2R	8.594	0.2379	0.4022	0
GTEX-1IDJF-1426-SM-ACKWK	11.64	0.2259	0.5233	0
GTEX-1IDJF-1726-SM-A9SLL	94.56	0.8087	0.2226	0
GTEX-1IDJF-1826-SM-CKZOE	3.856	0.2689	1.343	0
GTEX-1IDJF-2026-SM-CL53V	423.9	0.1167	0.2191	0
GTEX-1IDJF-2126-SM-AHZ2S	6.598	0.595	2.709	0
GTEX-1IDJF-2226-SM-AHZ2T	7.886	3.965	66.49	0
GTEX-1IDJF-2326-SM-ARL86	156.3	0.04696	0.343	0
GTEX-1IDJH-0006-SM-CMKFT	1.089	0.02157	0.042	0
GTEX-1IDJH-0011-R10a-SM-ARZLK	167.9	8.95	1.25	0
GTEX-1IDJH-0011-R11b-SM-C1YRT	3.425	9.577	0.5787	0
GTEX-1IDJH-0011-R1b-SM-ARU6U	77.93	10.51	0.8376	0
GTEX-1IDJH-0011-R3a-SM-CJI42	208.7	6.818	1.289	0
GTEX-1IDJH-0011-R5a-SM-CE6SR	67.72	10.63	0.6548	0
GTEX-1IDJH-0011-R6a-SM-A9SLZ	52.91	10	0.4834	0
GTEX-1IDJH-0011-R7a-SM-A9SM1	48.53	12.54	0.5041	0
GTEX-1IDJH-0011-R8b-SM-ARZLL	36.55	8.534	1.527	0
GTEX-1IDJH-0011-R9a-SM-ADEIN	1.272	3.132	0.5694	0
GTEX-1IDJH-0126-SM-D3L92	1633	0.2585	0.8133	0
GTEX-1IDJH-0226-SM-CYPSB	31.39	0.02438	0.178	0
GTEX-1IDJH-0326-SM-A9SLQ	1798	0.1302	0.8329	0
GTEX-1IDJH-0526-SM-D4P38	117.9	0.2784	0.2324	0
GTEX-1IDJH-0626-SM-ARZMC	432	0.4981	2.221	0
GTEX-1IDJH-0726-SM-ARU7U	2.028	0.6991	0.6126	0
GTEX-1IDJH-0826-SM-CE6SY	82.66	0.4494	0.8533	0
GTEX-1IDJH-1026-SM-E9TKH	2.574	0.04362	0.08047	0
GTEX-1IDJH-1126-SM-COH3R	1.605	1.088	0.1402	0
GTEX-1IDJH-1226-SM-E6CJU	1.644	0.1492	0.08719	0
GTEX-1IDJH-1626-SM-A9SLP	250.7	1.008	0.3243	0
GTEX-1IDJH-1726-SM-A96T3	3.693	0.175	1.743	0
GTEX-1IDJH-1826-SM-A96T4	30.81	0.3351	0.2284	0
GTEX-1IDJH-1926-SM-ARU7T	21.22	0.2738	0.3599	0
GTEX-1IDJH-2026-SM-CNNQX	33.77	0.1485	1.68	0
GTEX-1IDJH-2226-SM-E6CJV	515.2	0.6823	0.1776	0
GTEX-1IDJH-2326-SM-D4P2K	3.672	5.224	172.5	0
GTEX-1IDJH-2426-SM-CNNQW	50.77	1.296	2.391	0
GTEX-1IDJH-2826-SM-CJI49	10.14	0.4267	1.662	0
GTEX-1IDJH-2926-SM-C1YQ5	6.307	1.118	0.1377	0
GTEX-1IDJH-3026-SM-CL53B	122.5	8.978	0.9707	0
GTEX-1IDJH-3126-SM-C1YQS	3.65	9.709	0.5892	0
GTEX-1IDJI-0006-SM-CMKFJ	0.2486	0.0455	0	0
GTEX-1IDJI-0126-SM-CMKHS	294.2	0.2854	0.2425	0
GTEX-1IDJI-0526-SM-CMKG4	417.6	0.503	1.653	0
GTEX-1IDJI-0626-SM-C1YQD	0.9375	1.081	0.09713	0
GTEX-1IDJI-0726-SM-CM2RK	144.3	0.3328	0.3302	0
GTEX-1IDJI-0926-SM-ACKWZ	62.93	0.9333	0.2671	0
GTEX-1IDJI-1026-SM-A96TE	0.5267	0.159	0.09777	0
GTEX-1IDJI-1726-SM-C1YQE	1.495	0.6409	0.3313	0
GTEX-1IDJI-2226-SM-CKZPM	2.547	0.2613	0.6304	0
GTEX-1IDJU-0006-SM-CMKFK	0.2829	0.05532	0	0
GTEX-1IDJU-0126-SM-CNNR2	0.668	0.1092	0.3189	0
GTEX-1IDJU-0226-SM-CKZOF	2.106	0.5526	0.7314	0
GTEX-1IDJU-0326-SM-CGQEE	4.717	0.01008	0.05886	0
GTEX-1IDJU-0526-SM-ACKWM	12.91	0.2717	0.7935	0
GTEX-1IDJU-0626-SM-CKZOG	1.345	0.5199	0.03301	0
GTEX-1IDJU-0726-SM-CNPQ9	1.153	0.1132	0.07783	0
GTEX-1IDJU-0826-SM-ARL87	68.35	0.1022	0.6283	0
GTEX-1IDJU-0926-SM-ARL88	309.5	0.4453	0.2639	0
GTEX-1IDJU-1026-SM-AHZ2U	99.97	0.1176	7.152	0
GTEX-1IDJU-1126-SM-A9G2S	17.67	0.2216	1.257	0
GTEX-1IDJU-1226-SM-A9G2T	3.189	0.08764	0.16	0
GTEX-1IDJU-1326-SM-ARU7P	54.41	0.2218	0.5114	0
GTEX-1IDJU-1526-SM-CNNR3	18.72	0.1429	0.01855	0
GTEX-1IDJU-1626-SM-CJI4B	132.3	0.08621	0.3917	0
GTEX-1IDJU-1726-SM-CMKHU	496	0.04791	0.5318	0
GTEX-1IDJU-1826-SM-CMKHV	25.28	0.2538	0.3707	0
GTEX-1IDJU-1926-SM-CL53W	6.261	0.1822	1.901	0
GTEX-1IDJU-2026-SM-A9SLM	87.36	0.1319	0.2311	0
GTEX-1IDJU-2226-SM-ADEIH	76.93	0.2331	2.506	0
GTEX-1IDJU-2326-SM-ARL89	34.99	0.1335	0.7241	0
GTEX-1IDJU-2426-SM-ARZM9	41.32	0.09364	0.1824	0
GTEX-1IDJU-2526-SM-CMKGF	147.2	0.2079	0.2467	0
GTEX-1IDJU-2626-SM-CM2RT	505.2	0.05966	0.5809	0
GTEX-1IDJV-0126-SM-COH3Y	725	0.2419	0.7583	0
GTEX-1IDJV-0426-SM-COH3Z	15.11	0.05382	0.2948	0
GTEX-1IDJV-0526-SM-COH41	86.7	0.1537	0.6885	0
GTEX-1IDJV-0626-SM-CM2TS	308.8	0.4855	1.633	0
GTEX-1IE54-0005-SM-CMKFQ	0.5725	0.02425	0	0
GTEX-1IE54-0126-SM-CMKHW	1881	0.3615	0.4446	0
GTEX-1IE54-0226-SM-CMKHX	901.7	1.595	0.3534	0
GTEX-1IE54-0326-SM-ARZMD	22.47	0.07965	0.1994	0
GTEX-1IE54-0426-SM-ARL8C	431.7	1.154	2.146	0
GTEX-1IE54-0526-SM-A9SLR	187.5	0.2321	0.2712	0
GTEX-1IE54-0626-SM-ARL8D	301.9	0.5205	0.3274	0
GTEX-1IE54-0826-SM-AHZ2Z	440.5	0.4741	0.2832	0
GTEX-1IE54-0926-SM-A9G2Y	319.7	0.4658	0.6145	0
GTEX-1IE54-1126-SM-A9G2Z	1186	0.3252	0.1239	0
GTEX-1IE54-1426-SM-CL53C	510.9	1.321	0.08835	0
GTEX-1IE54-2626-SM-CMKFY	459.5	1.012	0.8549	0
GTEX-1IGQW-0005-SM-CMKFR	1.613	0.03124	0	0
GTEX-1IGQW-0011-R11a-SM-C1YRV	3.09	8.447	0.4666	0
GTEX-1IGQW-0011-R2b-SM-D4P26	19.75	3.334	0.2878	0
GTEX-1IGQW-0011-R5b-SM-CJI44	68.95	8.084	0.4782	0
GTEX-1IGQW-0011-R6a-SM-CM2TC	48.37	4.819	0.393	0
GTEX-1IGQW-0011-R9b-SM-D4P25	1.626	3.979	0.345	0
GTEX-1IGQW-0126-SM-COH42	1339	0.1785	1.246	0
GTEX-1IGQW-0226-SM-COH43	658	0.6238	0.3438	0
GTEX-1IGQW-0326-SM-COH44	2103	0.7898	2.484	0
GTEX-1IGQW-0426-SM-CM2RL	712.4	0.1446	0.7039	0
GTEX-1IGQW-0526-SM-CKZO3	250.6	0.1578	0.4608	0
GTEX-1IGQW-0626-SM-C1YR9	202.2	0.4083	0.8226	0
GTEX-1IGQW-0926-SM-ADEH6	444.2	0.6827	0.2967	0
GTEX-1IGQW-2326-SM-CE6RV	341.5	0.4382	1.243	0
GTEX-1IGQW-2926-SM-CNPQJ	6.755	1.018	0.5106	0
GTEX-1IKJJ-0005-SM-CMKFS	0.4211	0.03463	0	0
GTEX-1IKJJ-0011-R2b-SM-ARZLJ	21.36	5.942	0.9163	0
GTEX-1IKJJ-0011-R3b-SM-C1YRW	156.1	6.607	1.503	0
GTEX-1IKJJ-0011-R5b-SM-CE6SL	80.32	8.768	0.9622	0
GTEX-1IKJJ-0011-R7a-SM-ARZLH	97.81	8.267	0.7309	0
GTEX-1IKJJ-0011-R9a-SM-ARZLI	8.633	6.325	0.7376	0
GTEX-1IKJJ-0126-SM-CNPQB	1664	0.05609	0.9502	0
GTEX-1IKJJ-0226-SM-COH3T	1770	0.2746	0.4222	0
GTEX-1IKJJ-0326-SM-CL55L	72.8	0.03996	0.248	0
GTEX-1IKJJ-0426-SM-CM2TT	581.8	0.3657	5.009	0
GTEX-1IKJJ-0526-SM-CMKG8	142	0.0739	0.8326	0
GTEX-1IKJJ-0626-SM-CY8GF	12.03	0.3573	0.4527	0
GTEX-1IKJJ-0826-SM-A96SP	2.362	0.04088	0.02985	0
GTEX-1IKJJ-0926-SM-A9G2L	19.23	0.5423	1.111	0
GTEX-1IKJJ-1026-SM-A96SQ	67.14	0.09055	1.261	0
GTEX-1IKJJ-1126-SM-A9G2M	8.225	0.1445	0.4503	0
GTEX-1IKJJ-1526-SM-C1YSC	28.49	0.026	0.09495	0
GTEX-1IKJJ-2126-SM-C1YQU	7.73	6.045	226.1	0
GTEX-1IKJJ-2226-SM-CJI4C	1746	0.06492	0.4876	0
GTEX-1IKJJ-2326-SM-COH3U	820.4	0.2323	2.715	0
GTEX-1IKJJ-2926-SM-A9G2N	125.2	3.374	1.132	0
GTEX-1IKJJ-3126-SM-CNNR4	0.9235	0.7238	0.2743	0
GTEX-1IKK5-0006-SM-CMKFI	0.4166	0.02172	0	0
GTEX-1IKK5-0011-R10b-SM-CE6SP	99.46	2.845	0.3997	0
GTEX-1IKK5-0011-R11a-SM-C1YRX	2.567	7.038	0.3124	0
GTEX-1IKK5-0011-R1b-SM-CE6SQ	66.26	5.747	0.3707	0
GTEX-1IKK5-0011-R3b-SM-C1YRY	152.8	1.152	0.4011	0
GTEX-1IKK5-0011-R5b-SM-CL55B	83.57	2.952	0.6813	0
GTEX-1IKK5-0011-R6b-SM-A9SLY	72.39	3.791	0.2211	0
GTEX-1IKK5-0011-R7b-SM-A9G39	86.56	4.248	0.4829	0
GTEX-1IKK5-0011-R8b-SM-CJI45	43.72	4.083	0.4904	0
GTEX-1IKK5-0126-SM-COH3V	74.12	0.6705	0.2176	0
GTEX-1IKK5-0226-SM-CM2TV	674.2	0.4493	1.761	0
GTEX-1IKK5-0326-SM-C1YPY	11.57	0.2185	0.07658	0
GTEX-1IKK5-0426-SM-CL53X	115.2	0.02962	0.173	0
GTEX-1IKK5-0526-SM-CMKGG	1031	0.248	0.5433	0
GTEX-1IKK5-0626-SM-ARL8A	1122	0.02507	0.1465	0
GTEX-1IKK5-0826-SM-ACKWN	188.5	0.845	0.05337	0
GTEX-1IKK5-0926-SM-A9G2U	187.4	0.04214	0.2051	0
GTEX-1IKK5-1326-SM-AHZ2X	83.41	0.1479	2.791	0
GTEX-1IKK5-1426-SM-CJI3U	9.075	0.7412	0.4379	0
GTEX-1IKK5-1526-SM-CKZPW	9.06	0.1215	0.01869	0
GTEX-1IKK5-1726-SM-CM2RU	12.24	0.7379	0.1337	0
GTEX-1IKK5-1926-SM-A9G2V	0.4967	0.3271	0.4359	0
GTEX-1IKK5-2726-SM-CNPQ6	107.7	0.3978	0.8099	0
GTEX-1IKK5-2826-SM-AHZ2Y	234.7	1.497	0.5712	0
GTEX-1IKK5-2926-SM-ARU7Q	127.6	4.161	0.9839	0
GTEX-1IKOE-0005-SM-CMKFL	0.1758	0.01031	0.04015	0
GTEX-1IKOE-0526-SM-CE6T3	16.74	0.08256	0.4081	0
GTEX-1IKOE-0626-SM-A9G31	0.5972	0.8844	0	0
GTEX-1IKOE-0726-SM-CE6T4	1.697	0.411	0.9054	0
GTEX-1IKOE-0826-SM-ARZME	83.76	0.1622	0.158	0
GTEX-1IKOE-0926-SM-ARU7X	115.2	0.1968	0.5933	0
GTEX-1IKOE-1026-SM-ARZMF	0.6574	0.1233	0	0
GTEX-1IKOE-1326-SM-CE6T6	76.33	0.4485	0.5025	0
GTEX-1IKOE-1426-SM-CE6T7	1056	0.02726	0.5006	0
GTEX-1IKOE-1526-SM-C1YSD	170.1	0.08746	3.236	0
GTEX-1IKOE-1626-SM-C1YSE	4.434	0.1674	0.2608	0
GTEX-1IKOE-1726-SM-CNNQ6	120.9	0.581	0.07502	0
GTEX-1IKOE-1926-SM-ARU7V	96.33	0.2216	0	0
GTEX-1IKOE-2026-SM-AHZ31	29.88	0.09278	0.03497	0
GTEX-1IKOE-2126-SM-A96T5	43.72	0.2501	1.044	0
GTEX-1IKOE-2226-SM-ACKWV	1.795	0.2433	0.1999	0
GTEX-1IKOE-2326-SM-A8N99	0.9837	0.3096	0.6608	0
GTEX-1IKOE-2426-SM-ARU7W	1.973	0.1254	0.4119	0
GTEX-1IKOH-0001-SM-EAZDF	0	0.08156	0.1962	0
GTEX-1IKOH-0006-SM-CMKFM	1.095	0	0	0
GTEX-1IKOH-0011-R11a-SM-AHZ38	1.586	7.816	0.484	0
GTEX-1IKOH-0011-R2a-SM-CMKHO	23.67	2.781	0.815	0
GTEX-1IKOH-0011-R5a-SM-ARU8C	57.75	3.26	0.8298	0
GTEX-1IKOH-0011-R6b-SM-A9G1W	26.87	2.407	0.2986	0
GTEX-1IKOH-0011-R7b-SM-CKZPH	36.81	1.341	0.3138	0
GTEX-1IKOH-0011-R8a-SM-A9SKG	7.919	3.513	0.583	0
GTEX-1IKOH-0126-SM-COH4D	87.6	0.03073	0.2593	0
GTEX-1IKOH-0226-SM-COH4E	1962	0.08926	1.336	0
GTEX-1IKOH-0626-SM-CJI35	179.6	0.1491	1.669	0
GTEX-1IKOH-0926-SM-A9SLU	20.75	0.4545	0.2343	0
GTEX-1IKOH-1626-SM-A9SLT	2.816	0.1405	0.8467	0
GTEX-1IKOH-2326-SM-CM2TW	355.6	0.3118	2.368	0
GTEX-1IKOH-2826-SM-CNNRC	1.721	5.315	0.4793	0
GTEX-1IKOH-2926-SM-A96TF	1.012	1.067	1.833	0
GTEX-1IL2U-0006-SM-CMKFP	0.2572	0	0	0
GTEX-1IL2U-0011-R11a-SM-CE6SO	8.076	8.374	0.4924	0
GTEX-1IL2U-0011-R2a-SM-ARU6V	10.91	10.07	0.2828	0
GTEX-1IL2U-0011-R5a-SM-CE6SN	50.31	4.307	0.2289	0
GTEX-1IL2U-0011-R6a-SM-ARZLG	46.7	15.13	0.4426	0
GTEX-1IL2U-0126-SM-CNPQ5	18	4.303	165.4	0
GTEX-1IL2U-0226-SM-CE6T8	1365	0.08207	0.3895	0
GTEX-1IL2U-0326-SM-CE6T9	1630	0.2776	0.2226	0
GTEX-1IL2U-0626-SM-CE6TA	37.88	0.07113	1.058	0
GTEX-1IL2U-0726-SM-EAZ2Y	152.6	0.01403	0.2869	0
GTEX-1IL2U-0826-SM-CL53Q	48.11	0.08484	1.177	0
GTEX-1IL2U-0926-SM-CKZOB	5.301	0.6555	0.4964	0
GTEX-1IL2U-1026-SM-COH3P	79.9	0.4741	0.8494	0
GTEX-1IL2U-1126-SM-COH3Q	1.889	1.956	0.4126	0
GTEX-1IL2U-1226-SM-CL53P	32.12	1.386	0.2898	0
GTEX-1IL2U-1326-SM-A9G2O	1.801	0.06807	0.01808	0
GTEX-1IL2U-2326-SM-CNNQV	0.7669	0.02689	0.07854	0
GTEX-1IL2U-2526-SM-C1YQV	7.332	0.2027	0.6579	0
GTEX-1IL2U-2726-SM-C1YSG	388.1	0.2894	0.08455	0
GTEX-1IL2U-2826-SM-A96SR	2.227	0.5828	2.092	0
GTEX-1IL2U-3026-SM-C1YSH	93.75	7.889	1.245	0
GTEX-1IL2V-0006-SM-CMKFN	0.2914	0.01559	0	0
GTEX-1IL2V-0011-R10a-SM-CL55A	54.61	5.924	0.208	0
GTEX-1IL2V-0011-R11a-SM-ARU6T	7.434	11.78	0.6133	0
GTEX-1IL2V-0011-R5a-SM-ARL78	67.35	11.37	0.5175	0
GTEX-1IL2V-0126-SM-CM2TX	1298	0.08905	0.7225	0
GTEX-1IL2V-0226-SM-CMKI2	723.4	0.3049	0.1516	0
GTEX-1IL2V-0326-SM-COH4F	632.9	0.4078	0.9194	0
GTEX-1IL2V-0426-SM-COH4G	252.8	0.3259	0.6924	0
GTEX-1IL2V-0526-SM-ARL8B	74.24	0.01995	0.5244	0
GTEX-1IL2V-0626-SM-ARU7S	85.3	0.06243	0.9725	0
GTEX-1IL2V-0726-SM-ARZMB	12.63	1.19	0.331	0
GTEX-1IL2V-1126-SM-CMKGH	70.51	0.1369	0.1926	0
GTEX-1IL2V-1826-SM-ARU7R	429.5	0.07886	0.2901	0
GTEX-1IL2V-1926-SM-B2LW8	1525	0.05369	1.059	0
GTEX-1IL2V-2026-SM-ARZMA	16.2	0.2163	0.5665	0
GTEX-1IL2V-3026-SM-CYPSA	5.488	9.518	0.2145	0
GTEX-1IOXB-0006-SM-CMKFO	0.5866	0.02982	0	0
GTEX-1IOXB-0011-R10a-SM-D3L8I	266.6	7.404	1.109	0
GTEX-1IOXB-0011-R11a-SM-A9G1X	5.039	4.009	0.3062	0
GTEX-1IOXB-0011-R1a-SM-D4P27	92.83	6.77	1.01	0
GTEX-1IOXB-0011-R7b-SM-CE6SM	94.94	8.243	0.5828	0
GTEX-1IOXB-0126-SM-ARL8G	1703	0.08474	1.139	0
GTEX-1IOXB-0226-SM-CMKHY	1513	0.7357	0.3349	0
GTEX-1IOXB-0326-SM-CL55M	30.52	0.03605	0.162	0
GTEX-1IOXB-0426-SM-CM2TU	615.4	0.3173	4.325	0
GTEX-1IOXB-0526-SM-ARL8F	108.2	0.04837	1.017	0
GTEX-1IOXB-0726-SM-A9G32	21.55	0.1273	0.1859	0
GTEX-1IOXB-1026-SM-CJI4D	139	0.3214	1.252	0
GTEX-1IOXB-1126-SM-CNNQ5	164.8	1.134	0.6954	0
GTEX-1IOXB-1526-SM-A96T6	6.087	4.358	77.52	0
GTEX-1IOXB-1926-SM-ARL8E	466.8	0.8085	0.1065	0
GTEX-1IOXB-2626-SM-CJI2N	269.8	0.06676	0.3033	0
GTEX-1IOXB-2726-SM-CM2RI	1147	0.07055	0.8537	0
GTEX-1IOXB-2826-SM-AHZ32	343.1	0.413	0.1443	0
GTEX-1IOXB-2926-SM-C1YQ7	0.634	1.015	0.7218	0
GTEX-1IOXB-3126-SM-CKZO1	138.2	3.671	0.7976	0
GTEX-1IY9M-0005-SM-CNNOU	0.8161	0.06508	0.1188	0
GTEX-1IY9M-0011-R11b-SM-A96TI	3.902	7.665	0.5237	0
GTEX-1IY9M-0011-R1a-SM-EXURZ	149.3	18.14	0.7731	0
GTEX-1IY9M-0011-R2a-SM-D4P29	44.25	7.198	1.306	0
GTEX-1IY9M-0011-R4a-SM-C1YQ2	142.6	7.705	1.285	0
GTEX-1IY9M-0011-R5a-SM-A9SLX	65.57	12.4	0.8431	0
GTEX-1IY9M-0011-R6a-SM-D4P28	62.59	7.471	0.8439	0
GTEX-1IY9M-0011-R7a-SM-D4P49	78.57	10.01	0.5817	0
GTEX-1IY9M-0011-R8a-SM-EYYWW	43.37	6.808	1.047	0
GTEX-1IY9M-0011-R9b-SM-D3L8J	5.441	4.886	1.364	0
GTEX-1IY9M-0126-SM-D3L8S	4043	0.2197	0.5662	0
GTEX-1IY9M-0226-SM-CMKHP	1730	0.6841	0.7917	0
GTEX-1IY9M-0326-SM-ARZMN	65.75	0.08078	0.3146	0
GTEX-1IY9M-0426-SM-ARZMO	404.9	0.4117	3.066	0
GTEX-1IY9M-0626-SM-D4P2L	8.023	0.4184	0.1691	0
GTEX-1IY9M-1026-SM-A96TG	85.07	0.1749	0.8645	0
GTEX-1IY9M-1126-SM-A9SLV	10.12	0.6978	0.6588	0
GTEX-1IY9M-1226-SM-ACKX1	247.4	0.328	0.531	0
GTEX-1IY9M-1626-SM-AHZ39	202.2	0.1874	3.614	0
GTEX-1IY9M-2526-SM-C1YQF	3.958	4.731	159.2	0
GTEX-1IY9M-2726-SM-CMKG5	684	0.413	1.693	0
GTEX-1IY9M-2826-SM-ARU8H	1632	0.07237	0.5074	0
GTEX-1IY9M-2926-SM-A96TH	493.6	0.5021	0.7534	0
GTEX-1IY9M-3026-SM-A9G37	223.9	9.284	1.007	0
GTEX-1IY9M-3126-SM-AHZ3A	2.193	9.628	0.4749	0
GTEX-1IY9M-3226-SM-D4P2M	4.497	0.4552	0.7599	0
GTEX-1J1OQ-0011-R10a-SM-A9G1Y	80.7	6.161	1.899	0
GTEX-1J1OQ-0011-R11a-SM-A96S3	2.353	6.291	0.5933	0
GTEX-1J1OQ-0011-R1a-SM-A9G1Z	33.22	6.898	0.4409	0
GTEX-1J1OQ-0011-R2b-SM-ARU88	42.83	8.45	0.309	0
GTEX-1J1OQ-0011-R3b-SM-D4P2B	75.56	4.414	1.099	0
GTEX-1J1OQ-0011-R4a-SM-D4P2A	81.92	2.763	0.6505	0
GTEX-1J1OQ-0011-R5a-SM-D3L8K	93.38	8.34	0.6556	0
GTEX-1J1OQ-0011-R6a-SM-ARU86	19.79	7.847	0.6555	0
GTEX-1J1OQ-0011-R7b-SM-ARU87	66.48	8.014	0.8735	0
GTEX-1J1OQ-0011-R8a-SM-ACKVE	20.37	5.972	1.03	0
GTEX-1J1OQ-0011-R9b-SM-ARZMK	2.438	5.306	0.8599	0
GTEX-1J1OQ-0126-SM-D4P2N	245.3	0.05546	2.106	0
GTEX-1J1OQ-0226-SM-CYPSH	608	0.1349	1.683	0
GTEX-1J1OQ-0326-SM-CYPTJ	19.04	0.2917	0.09648	0
GTEX-1J1OQ-0426-SM-A9SLI	189.5	0.06299	0.09812	0
GTEX-1J1OQ-0526-SM-A9G2P	79.52	0.7367	0.7595	0
GTEX-1J1OQ-0626-SM-ACKWG	0.9212	0.0562	0.383	0
GTEX-1J1OQ-0926-SM-CJI34	1.218	0.6118	0.2584	0
GTEX-1J1OQ-1426-SM-AHZ3P	153.3	0.1771	0.3448	0
GTEX-1J1OQ-1526-SM-CJI4E	100.6	1.109	0.4431	0
GTEX-1J1OQ-1626-SM-CE6TB	4.402	0.2628	2.808	0
GTEX-1J1OQ-1726-SM-CL55N	4.418	0.709	0.6047	0
GTEX-1J1OQ-1826-SM-CL53R	143.1	0.3286	5.099	0
GTEX-1J1OQ-2026-SM-CMKHZ	36.95	0.5777	0.5369	0
GTEX-1J1OQ-2226-SM-A96SS	1.692	0.1247	0.1918	0
GTEX-1J1OQ-2326-SM-A96ST	3.212	0.7384	0.242	0
GTEX-1J1OQ-2426-SM-CY8HG	0.7282	0.4892	0.2704	0
GTEX-1J1OQ-2526-SM-AHZ3Q	174.8	0.4221	7.397	0
GTEX-1J1OQ-2726-SM-AHZ3R	184.6	0.7285	1.379	0
GTEX-1J1OQ-2826-SM-D3L88	16.82	0.3861	2.968	0
GTEX-1J1OQ-3026-SM-C1YSF	0.4029	0.5735	0.2991	0
GTEX-1J1OQ-3126-SM-D4P2O	3.828	6.506	0.2075	0
GTEX-1J1OQ-3226-SM-A9G2Q	45.97	5.603	1.258	0
GTEX-1J1R8-0126-SM-CJI36	68.96	0.1527	0.9733	0
GTEX-1J1R8-0226-SM-AHZ3C	1.384	0.3631	0.6629	0
GTEX-1J1R8-0326-SM-AHZ3D	56.27	0.06021	4.526	0
GTEX-1J1R8-0426-SM-A96SZ	2.548	0.2407	0.3348	0
GTEX-1J1R8-0526-SM-ACKWO	13.83	0.4934	0.3857	0
GTEX-1J1R8-0826-SM-ACKWP	9.441	0.2025	0.7395	0
GTEX-1J1R8-1026-SM-CJI37	7.422	0.1864	0.4222	0
GTEX-1J1R8-1126-SM-CNPQ3	72.42	0.1012	0.04546	0
GTEX-1J1R8-1326-SM-CE6TC	6.837	4.824	75.7	0
GTEX-1J1R8-1426-SM-CL55O	55.93	0.5429	1.598	0
GTEX-1J1R8-1726-SM-ARL8M	620.3	0.06648	0.3884	0
GTEX-1J1R8-1826-SM-AHZ3B	353.9	0.8913	2.083	0
GTEX-1J1R8-1926-SM-CM2RV	176.5	0.185	2.471	0
GTEX-1J1R8-2026-SM-CL53Y	399.1	0.1159	0.4444	0
GTEX-1J1R8-2126-SM-ARL8N	170.5	0.1381	0.5762	0
GTEX-1J1R8-2226-SM-ARZMP	213.4	0.1868	0.3358	0
GTEX-1J1R8-2326-SM-CKZPS	19.73	0.01073	0.1568	0
GTEX-1J8EW-0006-SM-CNNOW	0.1379	0.008761	0.05118	0
GTEX-1J8EW-0011-R11a-SM-AHZ37	4.689	6.625	0.6521	0
GTEX-1J8EW-0011-R3a-SM-ARU8A	59.31	3.061	0.5562	0
GTEX-1J8EW-0011-R4b-SM-ARU89	41.21	4.015	0.4318	0
GTEX-1J8EW-0011-R5b-SM-ARU8B	50.31	6.485	0.2872	0
GTEX-1J8EW-0011-R9b-SM-D4P2F	2.518	2.196	0.7954	0
GTEX-1J8EW-0126-SM-CJI4F	2397	0.1453	1.372	0
GTEX-1J8EW-0226-SM-CYPSW	209.7	0.7818	0.4772	0
