p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	color
0.0578535073082153	-0.0143410307022818	0.315	0.263	1	MAPK1	FALSE
0.0578827068813858	-0.016000774379496	0.27	0.221	1	BBC3	FALSE
0.0578836686548621	-0.0121778229353748	0.295	0.243	1	LSG1	FALSE
0.0580730781831785	0.000475211749194626	0.397	0.33	1	CEP70	FALSE
0.0581455872932118	-0.0186292657272239	0.245	0.2	1	CDK9	FALSE
0.0584496735755198	0.0137398926125453	0.302	0.25	1	RABGAP1	FALSE
0.058471125371623	-0.0165492470307554	0.447	0.367	1	RBX1	FALSE
0.0585056144677337	0.00577787741994651	0.399	0.331	1	VPS8	FALSE
0.0586667186719501	-0.0238029600923343	0.228	0.185	1	ATG4B	FALSE
0.0586668660008388	-0.0137922607459073	0.362	0.3	1	UFD1L	FALSE
0.0586982135912266	-0.0276251509367232	0.325	0.266	1	TRRAP	FALSE
0.0587934161161457	-0.014941205840254	0.199	0.161	1	MRPL53	FALSE
0.0587978228166539	-0.0928158526360687	0.351	0.349	1	CTD-2583A14.10	FALSE
0.0587978228166539	-0.0928158526360687	0.351	0.349	1	ZNF587B	FALSE
0.0589508527579277	-0.0111695245510851	0.261	0.214	1	TRMT12	FALSE
0.0589992638468461	-0.00806842557887097	0.163	0.132	1	ABI2	FALSE
0.0591022429064761	-0.0931947698408985	0.185	0.201	1	GBA	FALSE
0.0591075108009043	0.0224258512985176	0.913	0.826	1	SPATA13	FALSE
0.0591421959895476	-0.114199155198781	0.282	0.289	1	ZMPSTE24	FALSE
0.0591485632769815	0.00389075118997625	0.121	0.096	1	BLVRA	FALSE
0.0592365360622043	-0.0125844027598069	0.133	0.105	1	EXOC3L1	FALSE
0.0592725349661506	-0.0112363919514024	0.148	0.119	1	CABYR	FALSE
0.0592855077718952	-0.00293662915952475	0.487	0.401	1	CLN8	FALSE
0.0593029318825864	-0.0165404483880634	0.134	0.107	1	ATP6V0D2	FALSE
0.0593050994561041	-0.00782374556670662	0.571	0.48	1	AASDHPPT	FALSE
0.0593172735319373	-0.124402981644212	0.533	0.487	1	RP11-126K1.2	FALSE
0.0593300705211751	-0.0044559777187867	0.117	0.092	1	ANAPC2	FALSE
0.0593391905302758	0.0106371038527668	0.44	0.368	1	C16orf80	FALSE
0.0593759799668394	-0.0173065105147918	0.149	0.119	1	SERINC4	FALSE
0.0594665727739645	-0.0121504582213831	0.176	0.143	1	GEMIN8	FALSE
0.0595270232079006	-0.00707672979688517	0.229	0.188	1	ADAT3	FALSE
0.0595274849637701	-0.0065882952072438	0.476	0.396	1	CHIC2	FALSE
0.0595563963090009	-0.108222427339461	0.548	0.508	1	RFX2	FALSE
0.0595996372869933	-0.0163544697602492	0.102	0.08	1	EHF	FALSE
0.0596172504793987	-0.0168911391048782	0.493	0.403	1	JRKL	FALSE
0.0597880649136681	-0.00416888202543841	0.136	0.108	1	APOBEC3D	FALSE
0.0598444692530308	-0.118229101111288	0.448	0.435	1	RANGAP1	FALSE
0.059860486146213	-0.00985722853228238	0.254	0.21	1	CHRNE	FALSE
0.0598769705959208	-0.00834340231818095	0.114	0.089	1	LDHC	FALSE
0.0598781850448942	-0.0121840812951773	0.2	0.164	1	TRIM34	FALSE
0.0600108230946813	-0.109867800835516	0.56	0.524	1	ALDH6A1	FALSE
0.0600265676484205	0.00536766434404087	0.126	0.101	1	UBE2G2	FALSE
0.0600519410194352	-0.0110700997146059	0.234	0.195	1	DHRS7	FALSE
0.0600596852613893	-0.0109349963005649	0.226	0.186	1	RP11-279O9.4	FALSE
0.0601440245599316	-0.105569213216695	0.274	0.279	1	HAUS8	FALSE
0.0602665339890871	-0.0252952039621551	0.285	0.238	1	BZRAP1	FALSE
0.0603048235934355	-0.110986240738984	0.366	0.362	1	DDIT3	FALSE
0.0603270166953402	0.00507741559408137	0.74	0.645	1	EYS	FALSE
0.0604962742874964	-0.0124891948870844	0.431	0.351	1	KIF20B	FALSE
0.0605070216150119	-0.012473054214823	0.284	0.234	1	POLR1E	FALSE
0.0605325859796558	-0.115050123025653	0.393	0.387	1	DGKE	FALSE
0.060537195495861	-0.118003503084739	0.357	0.351	1	PPP1R15A	FALSE
0.0605514044775244	0.00886716301972845	0.314	0.258	1	VAV1	FALSE
0.060599821666546	-0.0180205414667698	0.231	0.191	1	COL19A1	FALSE
0.0606352030984375	-0.0131617174999609	0.38	0.311	1	DGUOK	FALSE
0.0606603182932735	-0.0156507848173678	0.145	0.115	1	MRPL43	FALSE
0.060737242067222	-0.00881705830526072	0.113	0.088	1	CTSA	FALSE
0.0607542317903335	-0.013504400884698	0.321	0.266	1	CCDC15	FALSE
0.0609026426393389	-0.00429399296337718	0.653	0.551	1	ANKRD12	FALSE
0.0609230755131746	-0.100310346993834	0.613	0.578	1	NF1	FALSE
0.0609387146182053	-0.0207403153649378	0.345	0.289	1	FAM163A	FALSE
0.0609796691298296	-0.0205749344180935	0.347	0.286	1	OSBPL2	FALSE
0.0612467959230697	-0.00684063833446474	0.11	0.087	1	C11orf52	FALSE
0.0612468784264335	-0.0143730820587218	0.318	0.264	1	RPRD1A	FALSE
0.0612501668879573	-0.0298799512883933	0.267	0.216	1	C12orf76	FALSE
0.061331407198561	0.00216032003396407	0.114	0.089	1	RP11-867G23.8	FALSE
0.061344903466583	0.0220127213922987	0.915	0.828	1	RP11-307N16.6	FALSE
0.0613836848268751	-0.0952289319828725	0.406	0.398	1	RP11-51F16.8	FALSE
0.0614140715222196	0.00484362448121115	0.103	0.081	1	AC025262.1	FALSE
0.0614268042471974	-0.126661800690107	0.286	0.287	1	NCOR1	FALSE
0.061462517627375	0.00238523849003397	0.214	0.179	1	AC022400.2	FALSE
0.0615136267041865	-0.010508428172615	0.303	0.25	1	DDX60	FALSE
0.0615218778115986	0.00492392032099903	0.274	0.229	1	KDM4D	FALSE
0.061604446628965	-0.0118032247598827	0.178	0.144	1	C12orf43	FALSE
0.0616929148921888	-0.0117575847945275	0.406	0.336	1	PAIP2	FALSE
0.0617051581744284	-0.0109366107863313	0.152	0.123	1	RP11-403P17.5	FALSE
0.0617318297681723	-0.0108875844139384	0.348	0.288	1	LSM1	FALSE
0.0617350280895079	-0.00869957667662605	0.17	0.138	1	THRA	FALSE
0.0617396608851395	-0.0165233103752206	0.286	0.234	1	SNX12	FALSE
0.0617571369930117	-0.0178938240708522	0.629	0.523	1	SMAD2	FALSE
0.0617856796863956	-0.0175699980538734	0.155	0.124	1	LSM12	FALSE
0.061822363777725	-0.00720154550996777	0.217	0.179	1	FGFRL1	FALSE
0.0618353457352949	-0.0158988757617671	0.284	0.235	1	VPS45	FALSE
0.0618904081044641	-0.100897997600517	0.239	0.25	1	PPP1R37	FALSE
0.0619096470450569	-0.0102462812264517	0.445	0.369	1	RPSA	FALSE
0.0619357464572005	-0.0168449476998064	0.245	0.199	1	QRSL1	FALSE
0.0619782576655612	-0.00843035669348513	0.178	0.146	1	PPL	FALSE
0.0620150788268449	-0.00367629898733016	0.171	0.14	1	PRNP	FALSE
0.0620946285618058	-0.020189376807772	0.223	0.182	1	CAMSAP1	FALSE
0.0621181796109739	-0.00994522522838309	0.203	0.167	1	NDUFV1	FALSE
0.0621198594090747	0.00464968341287816	0.153	0.125	1	ITGA3	FALSE
0.0621234129682917	-0.00263871961826825	0.144	0.116	1	FAM199X	FALSE
0.0621718621540509	0.00133563781107013	0.144	0.116	1	S100P	FALSE
0.0623158107624137	-0.0119713891500797	0.239	0.195	1	EIF3K	FALSE
0.0623925734410244	-1.72837870587861e-06	0.11	0.087	1	TMEM25	FALSE
0.0625083090014077	-0.00484539340486501	0.26	0.216	1	DYNLRB1	FALSE
0.0626505809022696	-0.00191863508559209	0.346	0.288	1	ME2	FALSE
0.062662655588796	-0.00368139997783046	0.532	0.454	1	SLX4IP	FALSE
0.0626776936427419	-0.0070746434650637	0.179	0.147	1	FKTN	FALSE
0.0627250900325068	0.00407709325576716	0.291	0.244	1	SET	FALSE
0.0627378025343401	-0.0187853020959679	0.252	0.206	1	UQCC2	FALSE
0.0627415813983181	-0.103266432593808	0.218	0.232	1	SAP30BP	FALSE
0.0627741701363452	-0.00559400203841748	0.186	0.153	1	OSTC	FALSE
0.0627743172271827	0.0137119635633365	0.543	0.45	1	HTT	FALSE
0.0628454311270756	-0.00775275296827183	0.463	0.386	1	SNX8	FALSE
0.0628858854495169	-0.028411007576789	0.403	0.331	1	BORA	FALSE
0.062928604882676	-0.114741653257998	0.26	0.267	1	RAB5C	FALSE
0.0629408001830277	-0.00700549377285142	0.384	0.318	1	SMIM4	FALSE
0.0629722327021287	0.00335080928744805	0.141	0.114	1	COQ9	FALSE
0.0629851220862638	-0.114776865001593	0.356	0.358	1	ATPIF1	FALSE
0.0629959710275277	-0.0123945202815322	0.498	0.405	1	MMS19	FALSE
0.0630815583413204	0.00800574223439676	0.5	0.419	1	HSF2	FALSE
0.0631688515374936	-0.00424770904244198	0.494	0.414	1	CANX	FALSE
0.0632850394439777	-0.0174583725763172	0.245	0.201	1	SOBP	FALSE
0.0633574513843743	0.00167006866760616	0.26	0.217	1	RP1-130H16.18	FALSE
0.063368236536422	-0.0937277638430224	0.125	0.141	1	SZT2	FALSE
0.0634299866529832	-0.00399845590750397	0.177	0.145	1	C9orf114	FALSE
0.0634343340530306	-0.116307437820712	0.425	0.408	1	ARRB2	FALSE
0.0635786360543889	-0.0935887051368511	0.564	0.535	1	EIF5A	FALSE
0.0636670259189866	-0.0111024623095426	0.353	0.296	1	CNOT6	FALSE
0.063669037284426	-0.0191988484458163	0.457	0.382	1	AC003006.7	FALSE
0.0636801239394565	0.0133937051768042	0.359	0.3	1	SMC5	FALSE
0.0637015653954117	-0.020706926841227	0.441	0.368	1	CYP51A1	FALSE
0.0637803363193097	-0.0277955089029402	0.393	0.323	1	MZT1	FALSE
0.0638298886383214	-0.00983079713160917	0.216	0.177	1	MINK1	FALSE
0.0638673639594017	0.00711759050837779	0.383	0.32	1	CHMP4B	FALSE
0.0639843840081791	-0.12368676794835	0.487	0.458	1	SERTAD3	FALSE
0.0640562298866771	0.000719076226261328	0.382	0.32	1	EXOC2	FALSE
0.0641077548879246	-0.000118905433923344	0.428	0.362	1	TP53BP2	FALSE
0.0641079600664567	-0.00814649201228665	0.167	0.136	1	SIRPG	FALSE
0.0643021825314219	-0.00130389608776305	0.533	0.454	1	APEX1	FALSE
0.0643053507297776	-0.00894870844225565	0.234	0.195	1	WDR25	FALSE
0.0644352393158486	-0.0143682079029409	0.34	0.28	1	CBX7	FALSE
0.0644450751138884	-0.0136044791649805	0.185	0.151	1	BUD13	FALSE
0.0644838265179532	-0.00907057485369889	0.333	0.278	1	BTF3L4	FALSE
0.0645556908514381	-0.022824526453427	0.175	0.14	1	MMP16	FALSE
0.0647127316200608	-0.00451960135030188	0.154	0.125	1	NICN1	FALSE
0.0648137991459149	-0.00289975364143491	0.185	0.153	1	SLC25A10	FALSE
0.0648262132097048	-2.01929304558257e-05	0.174	0.143	1	ZNF346	FALSE
0.0649137772026347	-0.00462371867763345	0.506	0.422	1	GTDC1	FALSE
0.0649300163927087	-0.0249388056798531	0.222	0.182	1	UTP20	FALSE
0.0650273107938354	-0.0125859633711981	0.12	0.095	1	ARL1	FALSE
0.0651301220857373	-0.0161079766894768	0.172	0.14	1	KLHL12	FALSE
0.065209520467839	-0.00210820649026683	0.133	0.107	1	BCAP29	FALSE
0.0652161391092279	0.00266214264738474	0.146	0.119	1	ZNF467	FALSE
0.0652312113574902	-0.0198027511828471	0.405	0.334	1	AIMP1	FALSE
0.0652405367138383	0.00586655506324538	0.161	0.131	1	ARHGEF4	FALSE
0.0653093716815065	-0.0203931385134699	0.441	0.359	1	CPNE3	FALSE
0.0653139296818755	0.00141356580923224	0.362	0.305	1	TLR5	FALSE
0.0654191029187085	0.00102713637907861	0.144	0.116	1	ZNF385A	FALSE
0.065419231973792	-0.11493213587118	0.413	0.401	1	KANSL2	FALSE
0.0654294198496445	-0.00882041575124892	0.478	0.4	1	USP20	FALSE
0.0654640136711419	-0.0193867948066713	0.4	0.33	1	TERF1	FALSE
0.0654909387341479	0.0420917333557927	0.202	0.166	1	NRXN2	FALSE
0.0655216386955667	-0.120403438792513	0.353	0.344	1	PMVK	FALSE
0.0655610268154531	0.00131308239590122	0.5	0.421	1	ZC3H3	FALSE
0.0655638881630719	-0.0211167672058279	0.494	0.409	1	PCMTD1	FALSE
0.065581349021534	-0.0265677825232653	0.323	0.262	1	ADORA3	FALSE
0.065592369722389	-0.0181447097621479	0.259	0.214	1	PGBD2	FALSE
0.0656909082350869	-0.0214196543095624	0.191	0.154	1	MKRN2	FALSE
0.0657585329816017	0.00267820499263938	0.23	0.192	1	MRPS25	FALSE
0.0658573841425892	-0.01172893553298	0.216	0.177	1	AC110771.1	FALSE
0.0658788849145813	-0.0943573479365403	0.154	0.168	1	TRAPPC5	FALSE
0.0660016660501148	-0.000840012857542538	0.514	0.429	1	PIBF1	FALSE
0.066004039225318	-0.00778197868639818	0.385	0.317	1	PGM2L1	FALSE
0.0662059763680996	-0.0197371945692084	0.137	0.109	1	SCARB1	FALSE
0.0662735486820622	0.0174795673869121	0.778	0.68	1	KLF6	FALSE
0.0662786554431805	-0.00256655974563014	0.559	0.47	1	PHF3	FALSE
0.0664092416104928	-0.0198876194666323	0.186	0.152	1	NAGA	FALSE
0.0665900570588201	-0.0249525985216677	0.279	0.23	1	ZNF165	FALSE
0.0666169688751793	-0.0251157999505434	0.167	0.134	1	IPP	FALSE
0.0666442825220868	0.00410874213841123	0.175	0.143	1	PPCDC	FALSE
0.0666494966090536	-0.00741207908345687	0.195	0.16	1	ZWILCH	FALSE
0.0666539742454407	0.00188064704057211	0.58	0.482	1	RAB7A	FALSE
0.066691174054932	-0.000845007216707661	0.124	0.1	1	TFIP11	FALSE
0.0668425369729882	-0.00416423946048031	0.109	0.087	1	ABCD4	FALSE
0.0668657497951902	-0.0175980187245964	0.252	0.207	1	CCBL1	FALSE
0.0668727200967361	-0.020843189171776	0.213	0.174	1	TMEM242	FALSE
0.066940124958468	-0.00265047935351065	0.276	0.229	1	YARS2	FALSE
0.0672900167148134	-0.00861923198558101	0.234	0.194	1	CHRM5	FALSE
0.0673401034734077	0.0393974152160692	0.959	0.909	1	MAML2	FALSE
0.0673818100780007	0.0056196949696723	0.664	0.561	1	MYCBP2	FALSE
0.0674040687871377	-0.0249167755021593	0.37	0.303	1	ZNF254	FALSE
0.067417250175907	-0.00431212033216677	0.329	0.278	1	TMEM140	FALSE
0.0674220708349641	-0.00467498529447674	0.632	0.529	1	ASMTL	FALSE
0.0674546479262139	-0.0204669415434096	0.216	0.177	1	PTGES3L-AARSD1	FALSE
0.0674643314332805	-0.0282254963146065	0.132	0.105	1	ITGA11	FALSE
0.0675354811260542	0.00389339951352186	0.167	0.135	1	MORC4	FALSE
0.0675749515665414	-0.0247707885123672	0.333	0.274	1	LPCAT4	FALSE
0.0677358436211001	-0.02594239392566	0.293	0.243	1	ENOSF1	FALSE
0.0678130665807015	0.00356952618044348	0.478	0.401	1	AMD1	FALSE
0.0678400490326332	-0.00737078344553299	0.32	0.266	1	ZC4H2	FALSE
0.067866737721689	-0.0192349763888324	0.245	0.199	1	P4HTM	FALSE
0.0680017345719584	-0.0168538550002398	0.144	0.117	1	ADARB2	FALSE
0.0680475295254726	-0.00528545773100764	0.566	0.482	1	PPP1R3F	FALSE
0.0680655527366449	-0.0174907734395572	0.224	0.182	1	SF3B2	FALSE
0.0680722487534433	-0.00451351526008298	0.107	0.084	1	TEX35	FALSE
0.0681206642362475	0.010050725104751	0.683	0.584	1	PDCD10	FALSE
0.0681343308918496	-0.0166803499897962	0.192	0.155	1	NOB1	FALSE
0.0681432099535716	-0.00402211432889704	0.317	0.263	1	RNF11	FALSE
0.0681630113930654	0.000466504097325737	0.3	0.252	1	PTRHD1	FALSE
0.068225873897527	-0.0373239269800823	0.202	0.167	1	MTUS2	FALSE
0.0682447532411255	-0.105109460171793	0.478	0.458	1	SNX11	FALSE
0.0683845937291628	-0.0125599026506317	0.324	0.268	1	NUP43	FALSE
0.0684277724832216	-0.00387700435252666	0.11	0.087	1	TBX1	FALSE
0.0684950401985976	-0.022150883049128	0.249	0.204	1	RFC4	FALSE
0.0686519493935884	-0.0191644792694031	0.245	0.202	1	POLR3A	FALSE
0.0686898070406444	-0.0200371249448397	0.462	0.382	1	MSL3	FALSE
0.0687414303009199	-0.123300382563357	0.439	0.416	1	SIRT2	FALSE
0.0687791956302457	-0.00806614499924302	0.318	0.264	1	UBE2K	FALSE
0.0688882573502677	-0.00814293189819126	0.114	0.091	1	HSPB2-C11orf52	FALSE
0.0689232384449568	0.0193085941373996	0.749	0.651	1	SGK1	FALSE
0.0689442608557727	-0.0140906529271937	0.154	0.125	1	CDC42EP4	FALSE
0.0689540900509266	-0.0186780703973699	0.264	0.218	1	MTERF	FALSE
0.0691308072375319	0.00545727306484611	0.851	0.788	1	ZNF131	FALSE
0.0691506497153795	-0.0168692532667591	0.189	0.156	1	SYN3	FALSE
0.0692933386558881	-0.0197317339402168	0.202	0.166	1	DBNL	FALSE
0.0693612861445503	-0.00533288047992508	0.124	0.1	1	HPSE	FALSE
0.0693797282558406	-0.0862235985820051	0.155	0.171	1	HIST1H2AJ	FALSE
0.0694138966575515	-0.00614292195193822	0.268	0.223	1	APMAP	FALSE
0.0694508302536398	-0.0149427319072581	0.477	0.406	1	UTY	FALSE
0.0694698561046598	-0.122698309051662	0.349	0.342	1	NFATC2IP	FALSE
0.0695729841458137	-0.0130436493973681	0.361	0.299	1	SLC25A38	FALSE
0.0696343307039017	-0.0159314562332371	0.225	0.185	1	C10orf88	FALSE
0.0696683690452386	0.0660920360904846	0.145	0.118	1	TADA2A	FALSE
0.0697886546870181	-0.0139118822606648	0.113	0.089	1	CAPN12	FALSE
0.0698416246724943	-0.00987395392716295	0.5	0.421	1	TMEM39A	FALSE
0.0699230757631485	-6.12881401858001e-05	0.48	0.397	1	LYRM7	FALSE
0.0699308670610951	-0.0136767611171289	0.467	0.387	1	VCL	FALSE
0.069931206249714	-0.00799798928695247	0.114	0.09	1	ZNF75A	FALSE
0.0699470063181175	-0.00557171440951726	0.186	0.153	1	HSF2BP	FALSE
0.0699525258789861	-0.00883954359162814	0.248	0.205	1	PAPD4	FALSE
0.0700773051303821	-0.0187766691446705	0.28	0.232	1	RP11-834C11.12	FALSE
0.0702476288283579	-0.121326026618548	0.47	0.435	1	NCAPD2	FALSE
0.0703335288513923	-0.125216535914108	0.511	0.48	1	ZNF736	FALSE
0.0704399348395182	-0.00884486764993286	0.438	0.365	1	MAD2L1BP	FALSE
0.0704455171641853	-0.00870725743175127	0.428	0.353	1	SAP18	FALSE
0.0704706213967863	-0.117232277584307	0.377	0.367	1	RAB11B	FALSE
0.0705347873595174	-0.0940625332465471	0.433	0.428	1	NRXN1	FALSE
0.0705427679098405	-0.0268187194426189	0.313	0.253	1	EXO1	FALSE
0.0705628005466042	-0.0142211474460314	0.349	0.286	1	ZNF335	FALSE
0.0705917090289543	-0.00202307677970659	0.12	0.096	1	CTU2	FALSE
0.070619879629897	0.0133994238672364	0.12	0.095	1	C5orf63	FALSE
0.0707757520077806	-0.00521448040102718	0.247	0.204	1	FNTA	FALSE
0.0707831480155878	-0.00507293451832513	0.292	0.245	1	PDIA3	FALSE
0.0708051160744484	-0.020975668484727	0.206	0.169	1	GFI1B	FALSE
0.0708547375458694	-0.000511770319655075	0.148	0.121	1	ASL	FALSE
0.0709358807602108	-0.00416894384380495	0.309	0.259	1	VDAC1	FALSE
0.0710925609617929	0.0123009788143696	0.518	0.438	1	CCDC59	FALSE
0.0711759991732134	-0.02136248821878	0.136	0.11	1	FAT3	FALSE
0.0712692944598127	-0.00926028338079754	0.341	0.281	1	PRPS1	FALSE
0.0713212496013767	-0.0150059227598637	0.245	0.202	1	VPS36	FALSE
0.0714403646698543	-0.0111539483239844	0.226	0.186	1	LGALS1	FALSE
0.0714914238869965	-0.030526702637089	0.198	0.162	1	SRRD	FALSE
0.0714926832137091	-0.00933589376262356	0.302	0.25	1	USP44	FALSE
0.0715010876714494	-0.00410396846251285	0.107	0.085	1	DDN	FALSE
0.0715807647735888	-0.0248755431092376	0.371	0.308	1	DYRK2	FALSE
0.0715861425265656	0.00411213911451402	0.113	0.09	1	TEX11	FALSE
0.0715973997748052	-0.0129464971734387	0.582	0.488	1	PLCXD2	FALSE
0.0716671916554895	-0.00539223876239386	0.192	0.159	1	POLR2D	FALSE
0.0716816587674551	-0.127899521678984	0.34	0.327	1	SMDT1	FALSE
0.0717472486870415	0.00420799993718629	0.32	0.269	1	SNAP47	FALSE
0.0719389609547847	-0.0195449809572462	0.237	0.193	1	DCUN1D5	FALSE
0.0719660026784246	-0.108780009331552	0.182	0.193	1	PSMB4	FALSE
0.072027038833904	0.00295278583924238	0.132	0.107	1	ZBTB26	FALSE
0.0720428541357189	-0.0215691948380081	0.303	0.25	1	FBXL22	FALSE
0.0720916362718188	-0.0165564120378476	0.376	0.309	1	RBM7	FALSE
0.0721530300365019	0.0197924324756751	0.464	0.405	1	ATP8A2	FALSE
0.0721738696883886	-0.00350778272492608	0.328	0.274	1	IFI27L1	FALSE
0.0722283863892339	-0.0138811053993129	0.371	0.305	1	KIF9	FALSE
0.0722700865577589	-0.0100771479003137	0.159	0.13	1	ESPL1	FALSE
0.0722860251127435	0.00343523229274489	0.261	0.218	1	TTBK1	FALSE
0.0725170053606824	-0.00371811271368583	0.222	0.183	1	ETAA1	FALSE
0.0726038148324799	-0.0227208068437075	0.417	0.35	1	FAM189A1	FALSE
0.0726060409512247	-0.0123401607643335	0.136	0.109	1	DNTTIP1	FALSE
0.0727202366077776	-0.0121874638949951	0.192	0.159	1	RPS8	FALSE
0.0727459001777902	-0.0114462674095683	0.29	0.242	1	PRMT2	FALSE
0.0728248650811988	-0.0328468712403413	0.313	0.261	1	AFF3	FALSE
0.0728575866987498	-0.00939679922637288	0.23	0.189	1	RPL4	FALSE
0.072858161400505	-0.0155706378811867	0.356	0.295	1	ALAD	FALSE
0.0729393506593706	-0.012885720919348	0.302	0.251	1	MIEF2	FALSE
0.0729915861700388	-0.102883671671059	0.14	0.155	1	KIAA0753	FALSE
0.0729915906338181	-0.020923288013648	0.515	0.416	1	TBC1D23	FALSE
0.0730050021741223	-0.0248740859695763	0.272	0.227	1	C4orf3	FALSE
0.0730679711639859	-0.121315391463688	0.444	0.416	1	VCP	FALSE
0.0730867847228012	-0.0271007766019817	0.233	0.192	1	FUCA1	FALSE
0.0731372751837865	-0.00154926985870318	0.278	0.227	1	AIMP2	FALSE
0.0732506576398509	-0.142282197473643	0.338	0.33	1	ZNF101	FALSE
0.0732680508908848	-0.121184365003616	0.326	0.32	1	PIN1	FALSE
0.0733176723789971	-0.0122994348033973	0.245	0.202	1	ADD1	FALSE
0.0733509672980468	-0.0100567664024536	0.157	0.129	1	ARHGEF12	FALSE
0.0733894646328858	-0.0127846864325432	0.207	0.171	1	RPL12	FALSE
0.0734278661243052	-0.0154236331484785	0.486	0.4	1	DIP2A	FALSE
0.0734877833757107	0.00371364244010464	0.237	0.197	1	CTNNBL1	FALSE
0.0736024360375991	0.00472778764647575	0.513	0.435	1	RBM26	FALSE
0.073617579645787	-0.0104417716136908	0.271	0.226	1	NAA30	FALSE
0.0737149485962478	-0.00163870577845893	0.608	0.507	1	NFKBIZ	FALSE
0.0737811235783776	-0.0953467232121683	0.686	0.636	1	HSPH1	FALSE
0.0738210006748839	-0.00818703107017515	0.559	0.466	1	PIGN	FALSE
0.0738305646164251	-0.0272164083212352	0.346	0.282	1	DNM1L	FALSE
0.0738664574155495	-0.00460064806069083	0.547	0.465	1	RAB33B	FALSE
0.07389500676481	-0.0986874442295603	0.316	0.318	1	RASIP1	FALSE
0.0739199621530568	-0.0190141000250368	0.275	0.225	1	GNPNAT1	FALSE
0.0740029633297742	-0.00819149469277325	0.589	0.499	1	SLC25A26	FALSE
0.0740049865286349	0.00518596620231548	0.349	0.291	1	PTPRA	FALSE
0.0740192237171971	0.0141866245734749	0.148	0.122	1	CTTNBP2NL	FALSE
0.0740667984375812	-0.0976440781889516	0.838	0.772	1	RHOH	FALSE
0.0740979833676562	-0.0188514536383801	0.313	0.254	1	FOPNL	FALSE
0.0741279812550323	-0.128425146053686	0.423	0.404	1	FBXO46	FALSE
0.0741583051774781	-0.0153879658789994	0.145	0.118	1	KDM5C	FALSE
0.0741759274814831	0.00118856511142373	0.36	0.303	1	C1orf105	FALSE
0.0742066369454289	-0.102595371625544	0.366	0.362	1	TNFAIP1	FALSE
0.0742962336465069	-0.00449998503429094	0.253	0.208	1	ARAF	FALSE
0.0743667347317052	-0.0119674121553585	0.332	0.278	1	ZNF529	FALSE
0.0744888217134279	0.00540152239406069	0.164	0.135	1	ARRDC1	FALSE
0.074513207957637	-0.0160484795836084	0.266	0.218	1	MBLAC1	FALSE
0.0745594652529439	0.00256195985830643	0.47	0.392	1	TPMT	FALSE
0.0746020791010798	-0.0881834341545749	0.792	0.717	1	GIPC2	FALSE
0.0746551963170408	-0.130600823710178	0.378	0.36	1	NLRP1	FALSE
0.0746984923811636	-0.0163319763816458	0.303	0.253	1	ZNF514	FALSE
0.0747340633600165	-0.130825053966699	0.541	0.499	1	RP11-463C8.4	FALSE
0.0747467049658521	-0.0193270203136276	0.149	0.121	1	ZNF671	FALSE
0.0748109130545321	-0.0989012496225711	0.579	0.543	1	CASP9	FALSE
0.0748408482614237	-0.0314863873490005	0.306	0.252	1	SPG20OS	FALSE
0.0748621203401724	-0.0962246299759577	0.815	0.781	1	RASSF3	FALSE
0.0749024808005441	-0.0153380639905127	0.283	0.233	1	RBM12	FALSE
0.0749137906026661	-0.0323865965697627	0.409	0.339	1	VPS26B	FALSE
0.0749648568106295	-0.00409205379808419	0.672	0.571	1	CCDC57	FALSE
0.0750008221645933	-0.0166852044809059	0.154	0.125	1	KBTBD4	FALSE
0.0750321785471291	-0.0104982503476241	0.283	0.236	1	RP11-195F19.5	FALSE
0.0750370310971461	-0.0152257907454756	0.195	0.159	1	SNTA1	FALSE
0.0750758786356218	-0.0213121997379115	0.538	0.443	1	OBFC1	FALSE
0.0752103482765502	0.0215577271625893	0.115	0.093	1	SLC17A9	FALSE
0.0752398918513925	-0.0114082307170053	0.206	0.168	1	NFKBIE	FALSE
0.0752489752848902	-0.0299287457521371	0.285	0.232	1	ZSCAN31	FALSE
0.0752801130449353	-0.0362493647223551	0.305	0.252	1	POLQ	FALSE
0.0752805065329859	-0.0178919833982786	0.266	0.222	1	SULF2	FALSE
0.0753505403332583	-0.00145618543346754	0.139	0.113	1	TUBB2A	FALSE
0.0754158182709771	-0.012161904428276	0.272	0.227	1	SGSM2	FALSE
0.0754306931422236	-0.0278885767003391	0.334	0.275	1	OAT	FALSE
0.0754472875670692	-0.0195855838661509	0.213	0.175	1	COX5A	FALSE
0.0754806625864377	-0.0286314855491824	0.333	0.276	1	DBT	FALSE
0.0756996014307594	-0.00866907765992697	0.186	0.155	1	METTL12	FALSE
0.0758459278331947	-0.0169122878069154	0.129	0.103	1	MAGEE1	FALSE
0.0759132837683402	-0.0132497588252038	0.268	0.222	1	ZNF248	FALSE
0.0759437904225525	-0.0346290702601315	0.326	0.27	1	SPG20	FALSE
0.0760586358825777	-0.00944783443184477	0.189	0.156	1	IMPAD1	FALSE
0.0762378215656326	0.00077904104126636	0.336	0.282	1	ZSCAN30	FALSE
0.0764141948666794	-0.0103020491658105	0.198	0.163	1	PRPF39	FALSE
0.0764244363710823	-0.00319737759884209	0.398	0.34	1	RAD21	FALSE
0.0766697980630501	-0.116058127497801	0.403	0.388	1	ANP32E	FALSE
