p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	color
0.00762803329906693	0.00432087436323156	0.17	0.126	1	AKIRIN1	FALSE
0.007628428186755	-0.00648143389927375	0.328	0.25	1	HARBI1	FALSE
0.00762890756176068	0.0116589872029336	0.389	0.302	1	DDHD2	FALSE
0.00765098096427398	0.00118527062320428	0.479	0.369	1	TPGS2	FALSE
0.00765371017635332	0.008184058962242	0.231	0.176	1	ORC5	FALSE
0.00766352915000543	-0.151845510812245	0.499	0.472	1	HK2	FALSE
0.00766509167961038	0.00587484167078003	0.177	0.13	1	SLC26A11	FALSE
0.00767731813076571	0.00275465453437174	0.402	0.309	1	CCDC107	FALSE
0.00772517066932974	0.00117147418509994	0.242	0.182	1	PDPR	FALSE
0.00772756893827394	-0.00737040797788585	0.22	0.165	1	NDUFA8	FALSE
0.0077319191196593	-0.00405474737516076	0.509	0.392	1	RP11-181C3.1	FALSE
0.00773623367800366	0.00765976227889342	0.519	0.409	1	TANK	FALSE
0.00775726473997391	-0.127909726958191	0.729	0.667	1	XPO1	FALSE
0.00779757174004132	0.00992807413780317	0.375	0.287	1	CAPN10	FALSE
0.00780226411712401	0.00344095160132241	0.337	0.257	1	NDRG2	FALSE
0.00781199000259796	-0.0204807587099763	0.25	0.186	1	CD83	FALSE
0.00781667317002335	-0.0101320758613433	0.214	0.159	1	CHCHD1	FALSE
0.0078259957378354	-0.0026502505956621	0.29	0.22	1	CDK9	FALSE
0.0078392494743601	0.00894943889622471	0.119	0.084	1	RP11-1070N10.3	FALSE
0.00784678385366277	0.00210763477061918	0.172	0.126	1	ZDHHC4	FALSE
0.00785825121183754	0.033400913138837	0.456	0.365	1	SLC17A5	FALSE
0.00785950716416649	-0.136880115225814	0.625	0.579	1	TLDC1	FALSE
0.00786471206549322	-0.00570497604118311	0.159	0.115	1	RABEPK	FALSE
0.00786885565603579	0.00413129808550239	0.198	0.149	1	TFIP11	FALSE
0.007878743129032	0.00260206797461943	0.241	0.182	1	NEDD8	FALSE
0.00790676915061489	-0.0063333445257292	0.336	0.255	1	FAM120AOS	FALSE
0.00791599248226145	0.00566947944464652	0.184	0.136	1	CCDC87	FALSE
0.00793843254928346	0.0227098102372252	0.391	0.305	1	FIG4	FALSE
0.00793893662830506	0.00717462201462737	0.593	0.455	1	TOP1	FALSE
0.00795067390311898	0.0235610000616403	0.463	0.361	1	TMEM53	FALSE
0.00795095039921223	-0.00830427248812915	0.329	0.251	1	CPD	FALSE
0.00795473526233502	0.00778135060525648	0.136	0.098	1	RND2	FALSE
0.00796245886406496	0.0546527407933903	0.775	0.66	1	HMBOX1	FALSE
0.00796976497825423	-0.000471055889310401	0.401	0.304	1	ATP5E	FALSE
0.00798329925143706	0.0140001804196783	0.261	0.198	1	SAMM50	FALSE
0.00798613311839678	0.0615055286668771	0.729	0.6	1	AEBP2	FALSE
0.00799511881999535	0.0361384711800476	0.855	0.735	1	DSE	FALSE
0.00799884922588975	0.0111767656359668	0.39	0.308	1	ZNF335	FALSE
0.00800526165643758	0.00246647411531706	0.173	0.127	1	DNTTIP1	FALSE
0.00800996752160636	0.0138218611543716	0.353	0.274	1	UQCRC2	FALSE
0.0080108689699712	0.00781603009634448	0.102	0.071	1	MRPS34	FALSE
0.00801553217716671	0.0387265045319796	0.721	0.583	1	DAAM1	FALSE
0.00801828343538158	0.00110113493021413	0.477	0.369	1	HOMEZ	FALSE
0.00802341235536751	-0.0069731519800407	0.152	0.11	1	KIAA1522	FALSE
0.00802446331191404	-0.00603878891955972	0.267	0.2	1	RP11-201K10.3	FALSE
0.00803741485002461	-0.00145490327457348	0.339	0.259	1	NUPL2	FALSE
0.00804175744221275	-0.00223542854729686	0.264	0.199	1	RPUSD2	FALSE
0.00805042940883452	-0.000576007332172557	0.398	0.312	1	RSRC1	FALSE
0.00810129144808049	0.00464880663340905	0.35	0.271	1	PEX2	FALSE
0.00810190531387556	-0.0176927485877855	0.333	0.251	1	DDX60	FALSE
0.00810413401486423	0.00745765213682109	0.357	0.276	1	C18orf8	FALSE
0.00811417679539649	-0.00927415431802864	0.281	0.211	1	YIPF4	FALSE
0.00812489313088809	0.0142964872169826	0.416	0.324	1	HMGN3	FALSE
0.00812517926219725	-0.00188635839288342	0.137	0.098	1	GPNMB	FALSE
0.00812645122032702	0.00899510180998514	0.137	0.099	1	C1orf200	FALSE
0.00813015940999577	-0.0155312262796601	0.473	0.354	1	SLC35B4	FALSE
0.0081421822867439	0.0151116023548634	0.603	0.46	1	NXT1	FALSE
0.00815491699443807	-0.00473827103503682	0.238	0.179	1	TNFRSF10D	FALSE
0.00817112043247534	-0.00505531959491057	0.25	0.188	1	PSRC1	FALSE
0.00818094297324687	0.00930853974880186	0.36	0.283	1	WASL	FALSE
0.0081817798921164	0.00221083748002363	0.144	0.104	1	BEX2	FALSE
0.00818794872702607	-0.000453432452449193	0.177	0.13	1	SLC9C1	FALSE
0.0082014755929297	-0.00550629644133682	0.256	0.194	1	FRS2	FALSE
0.00820943810599449	0.0352076661590097	0.766	0.644	1	ST8SIA4	FALSE
0.00824202385824138	-0.00228833439665599	0.462	0.351	1	GINS4	FALSE
0.00825979971589485	0.00349370153045822	0.185	0.138	1	KDM5C	FALSE
0.00826735317661084	0.0050771472031846	0.102	0.071	1	LINGO3	FALSE
0.00827237040341511	0.00536032232137867	0.299	0.227	1	RPL22	FALSE
0.00828799752184421	-0.149250543546717	0.328	0.335	1	CA6	FALSE
0.00831695858873603	-0.00511613407383427	0.31	0.235	1	COX5B	FALSE
0.00832064633367492	0.022739319100975	0.412	0.318	1	RP11-297N6.4	FALSE
0.00832706532439893	-0.00071042845619762	0.383	0.297	1	PTGFRN	FALSE
0.00834968822629831	0.00211374180527213	0.404	0.308	1	C1orf86	FALSE
0.00835246388669928	0.0242603139330804	0.663	0.55	1	FER	FALSE
0.00836091298483371	0.00853440902614822	0.631	0.496	1	ERBB2IP	FALSE
0.00836477114288173	-0.00492315465602272	0.353	0.27	1	DIRC2	FALSE
0.00837153747971502	-0.00854821200249689	0.402	0.31	1	SNTG2	FALSE
0.00837791078861354	0.0306595238575633	0.704	0.581	1	KLF3	FALSE
0.00838798397959791	-0.0047733004792761	0.126	0.089	1	GLRA3	FALSE
0.00839887706520098	0.000205174003446162	0.332	0.254	1	ZW10	FALSE
0.00840220295871643	0.00810144922928141	0.328	0.255	1	CPSF3	FALSE
0.00840358482108301	0.0216980288801726	0.325	0.252	1	CDCA4	FALSE
0.00841327633576847	0.0455818399937841	0.609	0.493	1	ZNF365	FALSE
0.00842567384941083	-0.155521618464565	0.324	0.337	1	ANXA1	FALSE
0.00843320944467825	-0.129642656795983	0.864	0.778	1	ING1	FALSE
0.008435873280048	-0.136323026694864	0.556	0.517	1	TMEM59	FALSE
0.00843679650206791	-0.00632946527779132	0.34	0.259	1	PDHB	FALSE
0.00844947631635435	-0.00990175342290289	0.369	0.277	1	SPAG8	FALSE
0.00845034221984782	0.0183427695108992	0.613	0.485	1	FADS2	FALSE
0.00845804994578984	-0.00599856690192152	0.369	0.284	1	RP11-447L10.1	FALSE
0.00845965328845311	0.00933027364577987	0.295	0.224	1	XPNPEP1	FALSE
0.00846646222697684	-0.0105343723498863	0.307	0.23	1	ARPC3	FALSE
0.00846995432190253	-0.0164757555362387	0.166	0.122	1	F5	FALSE
0.00847401372084445	0.0301998332954756	0.595	0.478	1	LNX2	FALSE
0.00848221954330659	-0.0037963694772154	0.288	0.218	1	ABHD15	FALSE
0.00848892098180232	-0.00928552153459633	0.284	0.214	1	CLIC1	FALSE
0.0085034793804092	0.0185558696357015	0.454	0.358	1	COMMD3-BMI1	FALSE
0.00850381799388476	-0.00634275795882011	0.181	0.133	1	ACTR8	FALSE
0.00850970069363422	-0.128246398380548	0.633	0.583	1	AL136218.1	FALSE
0.00851615805482805	-0.133293719686467	0.568	0.514	1	CLTA	FALSE
0.0085208041174238	-0.00532994694617817	0.325	0.246	1	C19orf24	FALSE
0.00853553498569844	0.00645312018017452	0.418	0.322	1	TMEM63A	FALSE
0.00855920080616574	0.0122424928385613	0.383	0.294	1	MALRD1	FALSE
0.0085625977590241	-0.12762167609743	0.524	0.494	1	PPP2R1A	FALSE
0.00856683876174232	-0.0953266864732532	0.871	0.811	1	BCLAF1	FALSE
0.00856735393943055	0.00379203660001093	0.234	0.177	1	CCDC106	FALSE
0.00858060035195231	-0.133938936569146	0.726	0.682	1	RBM14-RBM4	FALSE
0.00858266227948412	0.0348659050733977	0.65	0.529	1	VIM	FALSE
0.00858302273116039	0.0259110117045406	0.589	0.463	1	ZNF48	FALSE
0.00859144005733068	-0.011305238128562	0.147	0.106	1	NSUN5	FALSE
0.00859464734680953	0.00878011963161723	0.134	0.097	1	MTFMT	FALSE
0.00859839146768074	0.00969208014602529	0.461	0.355	1	CROT	FALSE
0.00860533989895262	0.000822042764913988	0.187	0.139	1	SNX32	FALSE
0.00860755110225836	0.0121450735803593	0.155	0.114	1	MECR	FALSE
0.00862431573431791	-0.00265762399542913	0.187	0.138	1	ARF5	FALSE
0.00862632978372822	-0.00401682474677928	0.256	0.193	1	GTSE1	FALSE
0.00863102013230683	0.0104392212542286	0.209	0.16	1	TMEM175	FALSE
0.00863783892075326	-0.00377330967017553	0.212	0.157	1	C17orf85	FALSE
0.0086380596534558	-0.0116888089635241	0.289	0.22	1	DDX59	FALSE
0.00864948929291827	0.00484778443409728	0.546	0.427	1	ZDHHC17	FALSE
0.00865536339071811	-0.00426519789571206	0.165	0.12	1	DOK1	FALSE
0.00866285190168847	0.0187797495157838	0.562	0.446	1	NGLY1	FALSE
0.00866407574824308	-0.00347603453466078	0.303	0.232	1	YEATS4	FALSE
0.00867675722685021	-0.00431821560695922	0.38	0.294	1	C12orf66	FALSE
0.00867824797859237	0.0190261146154041	0.277	0.215	1	RTFDC1	FALSE
0.00869101957028175	-0.000480164039263792	0.205	0.153	1	PUSL1	FALSE
0.00869179415960228	0.00122839480360351	0.156	0.114	1	TPPP	FALSE
0.00869738303806339	0.0436245639437185	0.676	0.554	1	EFCAB2	FALSE
0.00870188848933428	-0.00790791219188702	0.196	0.146	1	NAGS	FALSE
0.00870503031474998	-0.0141116174147584	0.152	0.11	1	ARHGDIA	FALSE
0.00870723719345314	-0.0130610514340009	0.239	0.178	1	RP11-650K20.3	FALSE
0.00870918036719071	0.0357781534008368	0.243	0.189	1	AF196779.12	FALSE
0.00873520090003044	-0.0152695879958479	0.213	0.158	1	ENGASE	FALSE
0.0087430900466808	0.0100361174122431	0.461	0.36	1	LONP2	FALSE
0.00876098904795121	0.00214296726564528	0.26	0.196	1	DDX19A	FALSE
0.00876191278408502	-0.00707113216825517	0.223	0.167	1	MFAP1	FALSE
0.00878620631909358	-0.13687589732157	0.545	0.51	1	DNPEP	FALSE
0.00879210358272242	0.0148322397274911	0.593	0.474	1	OTUD4	FALSE
0.00879544282901677	4.54742158012555e-06	0.253	0.193	1	AMER1	FALSE
0.00880049445057312	0.000732078979472306	0.296	0.228	1	TRIM13	FALSE
0.00885742112361197	0.00418523217445926	0.299	0.225	1	CCAR2	FALSE
0.00886669984285007	0.0582621641289696	0.687	0.571	1	GPRIN3	FALSE
0.00889635208306286	0.00359997056085018	0.136	0.097	1	RMND5B	FALSE
0.00889920363859572	-0.000466028578011646	0.158	0.117	1	ATXN10	FALSE
0.00890735692354412	-0.00289160225643778	0.116	0.082	1	SLC2A4RG	FALSE
0.00891030410721228	-0.0043027146019167	0.147	0.106	1	HAUS2	FALSE
0.00891194462272306	0.0165914082117216	0.567	0.437	1	GSTA4	FALSE
0.008916522004474	-0.0114092588652057	0.364	0.278	1	ZNF814	FALSE
0.00892745652760178	0.0117374211754918	0.261	0.202	1	MCUR1	FALSE
0.00894240010426313	-0.0225584529552991	0.191	0.141	1	NDST4	FALSE
0.00894940681370602	0.00202761464955845	0.133	0.096	1	ABI3BP	FALSE
0.00895132310594526	0.00360809757725186	0.14	0.101	1	RBM12B-AS1	FALSE
0.00900076710279251	0.00251315086479242	0.462	0.358	1	COL4A3BP	FALSE
0.00901109548553096	0.00268759970425186	0.227	0.172	1	MTCP1	FALSE
0.00901205885848082	-0.000750251250342143	0.185	0.138	1	SNX20	FALSE
0.00902694360609974	-0.0121420121241909	0.419	0.316	1	MRPL47	FALSE
0.00902772274378536	0.00405700241477874	0.107	0.075	1	PAPPA2	FALSE
0.00903857960914198	-0.00141946575229471	0.111	0.078	1	GRIN2C	FALSE
0.00904903015009725	-0.00250519301185859	0.404	0.313	1	PRKAA1	FALSE
0.00905485526618166	-0.132870411642543	0.68	0.636	1	ERCC6L2	FALSE
0.00905844996748127	-0.00669918152246285	0.314	0.238	1	ZSCAN32	FALSE
0.00906113241885082	-0.00327213811844346	0.358	0.273	1	TEX2	FALSE
0.00906484692286793	-0.0253550258541377	0.414	0.314	1	ZNF573	FALSE
0.00906705632994348	-0.0050013384842314	0.289	0.219	1	MED4	FALSE
0.00906990658631358	-0.002444500103018	0.343	0.263	1	AC005082.1	FALSE
0.00908380236618052	0.00749692050110046	0.337	0.262	1	C1orf105	FALSE
0.00908520194574167	0.000281004890351017	0.199	0.148	1	CCS	FALSE
0.00913865753308152	0.00666652820934144	0.385	0.298	1	PPP6R1	FALSE
0.00913931718227824	0.040745246659867	0.573	0.464	1	MTA3	FALSE
0.00914203728580091	-0.13912939180658	0.539	0.517	1	ENKUR	FALSE
0.00916718669772173	-0.0035518417836603	0.361	0.278	1	ABLIM3	FALSE
0.00916766329303653	0.00463449866918852	0.578	0.447	1	PPP1CB	FALSE
0.00917044641229699	-0.0161791159387485	0.191	0.139	1	SIRT4	FALSE
0.00919676299924604	-0.00717967942430497	0.248	0.186	1	DPP8	FALSE
0.00920172694018277	-0.00145084883105684	0.32	0.246	1	SLC25A22	FALSE
0.00921228131154798	0.00425855369260725	0.314	0.242	1	FRAT2	FALSE
0.00921517372235051	-0.00283367026960285	0.13	0.093	1	HSPB2-C11orf52	FALSE
0.00921541230835134	-0.00432682257430084	0.31	0.237	1	TMEM258	FALSE
0.00923404430178346	0.00705208152322434	0.322	0.249	1	FAM20B	FALSE
0.00924607242459957	-0.00507161170314485	0.245	0.183	1	FAM104B	FALSE
0.00924929661401439	-0.00554668099895561	0.207	0.155	1	STXBP1	FALSE
0.00926401025917642	-0.0136525933636825	0.357	0.268	1	HSD17B11	FALSE
0.00927595743935907	0.0168379936136515	0.13	0.094	1	ERRFI1	FALSE
0.00928245232591222	0.0266880145880326	0.497	0.401	1	LEMD3	FALSE
0.00929247316789075	-0.0105613946272109	0.387	0.294	1	GDE1	FALSE
0.00930117848667404	0.01201095052423	0.191	0.143	1	FANCG	FALSE
0.00930364791375188	0.00885904414229921	0.383	0.297	1	PEX3	FALSE
0.00930496844603078	-0.00819939762602304	0.184	0.136	1	C11orf24	FALSE
0.00931462388076521	-0.023400214207043	0.158	0.116	1	SCN5A	FALSE
0.0093236616132387	-0.00556333485087324	0.268	0.201	1	TMCO6	FALSE
0.00935279817993865	0.00645957529163566	0.321	0.247	1	ARL8B	FALSE
0.0093552136338938	-0.00341024685167918	0.331	0.25	1	ZNF92	FALSE
0.00936263161675753	0.000870884622283963	0.339	0.261	1	GCC1	FALSE
0.00937389254791582	0.0271960661352948	0.907	0.789	1	CREM	FALSE
0.00938175836595571	-0.021590392881747	0.27	0.203	1	HMGCL	FALSE
0.00938752341854222	-0.142095401178083	0.534	0.51	1	THNSL1	FALSE
0.00938946644903381	0.00017113713892164	0.207	0.155	1	FOSL1	FALSE
0.00940661082115941	-0.00440396868534004	0.148	0.108	1	ATP6V0D2	FALSE
0.00940690947734353	0.00365848705373367	0.349	0.267	1	ZPBP	FALSE
0.00940974566647873	0.01005988605317	0.318	0.248	1	MRPL39	FALSE
0.00941097492931107	0.000832991304808628	0.427	0.335	1	WDTC1	FALSE
0.00941594966138003	0.00282160865824403	0.111	0.078	1	CDR2L	FALSE
0.00942882249927154	-0.0112446832306751	0.246	0.185	1	B4GALT4	FALSE
0.00943338932809739	-0.00557795613550727	0.51	0.4	1	KIAA0947	FALSE
0.0094454771895844	-0.13248677649464	0.69	0.638	1	PRKAR1B	FALSE
0.00945879547051056	-0.00222618607040137	0.441	0.34	1	TXNL4B	FALSE
0.00945936563840007	0.00552379189004465	0.12	0.086	1	AC016757.3	FALSE
0.00946457396687896	-0.0126299629089687	0.293	0.223	1	MAPKAPK5	FALSE
0.0094747441552159	0.00145837455746273	0.21	0.158	1	EXOC7	FALSE
0.00947744140226838	0.00395569044612565	0.379	0.294	1	BAIAP2	FALSE
0.00947955843387571	0.0088093063680027	0.263	0.201	1	THTPA	FALSE
0.00949703480622642	0.00333941826342896	0.102	0.072	1	RNF217	FALSE
0.00950399990418231	-0.0175342920110495	0.241	0.182	1	ZFP64	FALSE
0.00950829684127289	0.0127724391855402	0.162	0.121	1	POLR2F	FALSE
0.00951180005890691	0.00146656135204287	0.14	0.101	1	TCEA3	FALSE
0.00951972123193723	-0.00743221385017262	0.267	0.202	1	GLYR1	FALSE
0.00952572219641778	-0.00788725569422299	0.284	0.215	1	GPATCH8	FALSE
0.00953436735165355	0.000815547737606392	0.343	0.267	1	DSCAML1	FALSE
0.00954637562085262	-0.00789725724009391	0.14	0.101	1	ZNF606	FALSE
0.00956278144750398	-0.00307693759085353	0.3	0.231	1	HDDC3	FALSE
0.00957701632918707	-0.0043052806300134	0.207	0.155	1	RPL29	FALSE
0.00957960792336232	-0.00591352261618622	0.217	0.163	1	CXorf38	FALSE
0.00958113474008049	0.0290677393814481	0.53	0.421	1	TRIM33	FALSE
0.00958399439295203	0.00744950879046352	0.279	0.216	1	CACFD1	FALSE
0.009586461913305	8.04805543455078e-05	0.391	0.305	1	NDNL2	FALSE
0.00959393205364112	-0.000332746793898608	0.188	0.141	1	CTC-241N9.1	FALSE
0.00960773705330998	0.0201823584639387	0.438	0.346	1	WDR3	FALSE
0.00962927146680367	0.0061277802414047	0.249	0.191	1	DYNLL2	FALSE
0.00965485696500852	0.00474115760638905	0.131	0.095	1	C12orf10	FALSE
0.00965592803393675	0.00933098752298303	0.105	0.074	1	TRIM3	FALSE
0.00967320254656208	-0.0052086818744308	0.174	0.129	1	RBM41	FALSE
0.00969302934088891	-0.0129997468545936	0.181	0.133	1	JMJD4	FALSE
0.00969409660794355	0.0234059020181081	0.506	0.404	1	CLN5	FALSE
0.00969912258082872	0.0118005893307368	0.152	0.112	1	HAUS4	FALSE
0.00970125845955004	0.0158584928572159	0.159	0.118	1	PJA1	FALSE
0.00972332758222849	0.00252620585429925	0.282	0.216	1	DERL3	FALSE
0.00974175663243807	-0.000695652021384441	0.465	0.357	1	RAB14	FALSE
0.00974182262498288	0.0110575180644568	0.465	0.362	1	AKAP11	FALSE
0.00977916708723094	-0.000780008597459636	0.402	0.31	1	NARS2	FALSE
0.00978497029431255	-0.00759998332264855	0.463	0.356	1	GALM	FALSE
0.00979414448842331	-0.115590793007293	0.809	0.755	1	LBH	FALSE
0.00981225538790603	0.0073710469795131	0.113	0.08	1	FARSA	FALSE
0.00981403513954137	0.0170931198862937	0.119	0.086	1	CAV2	FALSE
0.0098175719302791	0.0105437314832162	0.203	0.153	1	ZNF879	FALSE
0.00981831092905599	0.0216421340500913	0.409	0.322	1	SMAP1	FALSE
0.00982288966166645	0.0101032117655259	0.383	0.296	1	BTG3	FALSE
0.0098273875564524	0.0147064316844438	0.152	0.112	1	TOMM20L	FALSE
0.00982970248353075	0.0507242594173907	0.925	0.831	1	CBLB	FALSE
0.00984320610548849	-0.00701583231453573	0.253	0.191	1	RNF41	FALSE
0.00984813739568797	-0.00172140735127607	0.223	0.169	1	ILKAP	FALSE
0.00985196334780082	0.036024948206676	0.55	0.444	1	PPP3CC	FALSE
0.00985523393671222	-0.00976779178046189	0.138	0.099	1	FGF1	FALSE
0.00985896050808771	-0.00224575526829962	0.202	0.15	1	GLB1L3	FALSE
0.00986069570224482	0.00473857431739738	0.119	0.085	1	COL4A2	FALSE
0.00987208805133539	-0.00560474295211777	0.292	0.223	1	NCDN	FALSE
0.00987484794739671	0.0128721247749035	0.568	0.445	1	KIAA1430	FALSE
0.00989924846976106	-0.0109786353560491	0.194	0.144	1	CTD-2210P24.4	FALSE
0.00992966378741405	-0.109428031619966	0.878	0.819	1	RAB11A	FALSE
0.00993006335592957	-0.00521230503721939	0.174	0.129	1	KIAA0930	FALSE
0.00998126430227536	-0.133199258845056	0.679	0.625	1	PIK3CD	FALSE
0.00998984436098489	0.0232465470422238	0.571	0.453	1	IL2RA	FALSE
0.0100014679409545	-0.125767202416567	0.794	0.743	1	RABGAP1L	FALSE
0.0100019182423484	-0.00519371622220094	0.206	0.156	1	NT5C2	FALSE
0.0100119305735187	-0.00212482703595965	0.156	0.114	1	C19orf57	FALSE
0.0100262779224759	0.0025861725833092	0.149	0.109	1	LRRC47	FALSE
0.0100327883973871	-0.00667570048090238	0.427	0.33	1	ADAMTS6	FALSE
0.010034478119938	0.0337783669964689	0.633	0.507	1	RP11-156E8.1	FALSE
0.0100492044473544	-0.131601985822049	0.743	0.696	1	RBM4	FALSE
0.0100541909936049	-0.00997893675735612	0.241	0.179	1	PSME1	FALSE
0.0100698853567248	0.0084323461647885	0.501	0.394	1	GADD45A	FALSE
0.0100796026743191	0.00475365876414391	0.205	0.154	1	ARRDC1	FALSE
0.0100941298739733	0.0111269942230272	0.217	0.165	1	DAO	FALSE
0.0100994318262938	-0.140717685456621	0.425	0.408	1	TOMM40L	FALSE
0.0100999904326223	-0.00575381829993804	0.409	0.314	1	SLBP	FALSE
0.010106288308645	0.00775116494635908	0.575	0.444	1	FAM126A	FALSE
0.0101076377369159	0.0167674135007626	0.369	0.287	1	TAF3	FALSE
0.0101297412028661	-0.0113792475339126	0.362	0.276	1	PRKCI	FALSE
0.0101389984900883	0.00867156301600153	0.116	0.083	1	MICALL1	FALSE
0.0101398909796135	-0.00368569845409067	0.241	0.182	1	SLC8A2	FALSE
0.0101500242879101	-0.00841276383359646	0.256	0.193	1	SDHA	FALSE
0.0101543326952858	0.0392513585498263	0.539	0.433	1	UCP2	FALSE
0.0101597744181187	-0.00695587259596536	0.324	0.248	1	CTC-479C5.12	FALSE
0.0101658893575903	0.00317896216602481	0.109	0.077	1	GJC2	FALSE
0.0101689563453481	0.0102618182622449	0.519	0.405	1	NDUFV2	FALSE
0.0101753522221282	0.00798566988445246	0.189	0.143	1	WNT2B	FALSE
0.0101887087019776	2.96713663034132e-05	0.173	0.129	1	H6PD	FALSE
0.0101952218790259	0.00858732305817958	0.18	0.134	1	RARS	FALSE
0.0102046753227824	0.0131051463701592	0.491	0.386	1	ELMO2	FALSE
0.0102057125372417	0.0155625171047699	0.452	0.355	1	TIGD4	FALSE
0.0102375267671336	0.0195585552666777	0.555	0.433	1	TAOK3	FALSE
0.0102417896056302	-0.00620905733037308	0.35	0.271	1	MRPS17	FALSE
0.0102478016141781	-0.00790362941342904	0.293	0.222	1	LLPH	FALSE
0.0102487626759966	-0.00561966207181716	0.172	0.126	1	SLC5A2	FALSE
0.0102705121741953	0.0136294056008363	0.124	0.089	1	MLYCD	FALSE
0.0102723270106738	-0.0101015020797879	0.415	0.317	1	PACRGL	FALSE
0.0102911270038587	-0.136271607373023	0.633	0.586	1	TTI2	FALSE
0.0102925406414241	-0.116147468580024	0.089	0.116	1	CDH4	FALSE
0.0103039076126243	0.0182549229089044	0.463	0.362	1	SRGAP3	FALSE
0.0103059100462298	0.000511125071588292	0.207	0.157	1	NOP2	FALSE
0.0103178255067971	-0.00782304645973814	0.314	0.241	1	PRPF6	FALSE
0.0103226210417477	0.00835327783445083	0.503	0.396	1	LMBR1	FALSE
0.0103351186311752	0.00861254955458599	0.12	0.087	1	HEMGN	FALSE
0.0103373996440911	-0.00779546619018906	0.378	0.288	1	FASTKD2	FALSE
0.0103529049542633	0.0075623290077752	0.376	0.294	1	MED25	FALSE
0.0103763583223754	-0.00695176940519349	0.461	0.356	1	TRIM9	FALSE
0.0103788038535178	-0.130065016297346	0.719	0.673	1	MARK4	FALSE
0.0103807207151153	-0.132148931466066	0.668	0.598	1	RABL3	FALSE
0.0104051416905278	0.00730382756053749	0.242	0.185	1	PPEF1	FALSE
0.0104052597953191	0.00662826701441796	0.127	0.092	1	GPRIN1	FALSE
0.0104070701991371	-0.0133741772993705	0.189	0.141	1	SHMT1	FALSE
0.0104175807604251	0.000754404469173936	0.159	0.117	1	DNAAF1	FALSE
0.0104211677735776	0.00417339403828236	0.108	0.076	1	PPP1R14B	FALSE
0.0104494419023471	0.0142800510503905	0.538	0.422	1	RMDN1	FALSE
0.0104697524347229	0.000223261169459699	0.51	0.398	1	ATG12	FALSE
0.0104706676378229	0.0168977419605132	0.122	0.089	1	CLCA2	FALSE
0.0104746605248895	-0.0108730982611171	0.38	0.29	1	FADS1	FALSE
0.0105016299724523	-0.0182863136893771	0.357	0.271	1	DYNC1H1	FALSE
0.0105215782941828	-0.00840689500675071	0.165	0.121	1	C19orf82	FALSE
0.0105521499446236	0.0102233694662708	0.198	0.15	1	IPO8	FALSE
0.0105731609216046	0.00239044543169253	0.35	0.269	1	HTATSF1	FALSE
0.0105853919558831	0.000252289561900487	0.104	0.073	1	TUBB2B	FALSE
0.0105883863689161	0.0131404600096204	0.174	0.129	1	LRRIQ1	FALSE
0.0105970551568542	0.0168706130632734	0.568	0.447	1	CSNK1A1	FALSE
0.0106245327802212	-0.135754199698639	0.62	0.558	1	KHSRP	FALSE
0.0106522687036292	-0.00237396283216051	0.376	0.293	1	YWHAE	FALSE
0.0106624622785345	0.00224608972490081	0.604	0.461	1	NTRK1	FALSE
0.0106659470740993	0.00416600224910885	0.101	0.07	1	HOXA13	FALSE
0.0106707952746094	-0.00164250749145639	0.324	0.25	1	ERCC8	FALSE
0.0106902675457119	-0.00754614449746704	0.296	0.225	1	CLEC11A	FALSE
0.0106971498516393	0.000814695492295958	0.422	0.328	1	SMAD4	FALSE
0.0106989046312571	-0.00971612641617148	0.415	0.316	1	PAK2	FALSE
0.0107032595478059	0.00826293974257331	0.469	0.368	1	SPON2	FALSE
0.0107077600774967	0.00796727094833552	0.159	0.118	1	DNAJB13	FALSE
0.0107102801824051	-0.0179801332150498	0.297	0.226	1	POLB	FALSE
0.0107154488882193	-0.00560685915810766	0.378	0.29	1	MR1	FALSE
0.0107241260457822	0.00162158662022216	0.133	0.096	1	C1orf122	FALSE
0.0107617262261186	0.0478759308265051	0.842	0.759	1	CSGALNACT1	FALSE
0.0107663476846192	0.00701350783595206	0.274	0.21	1	C10orf32-ASMT	FALSE
0.0107667876052346	0.00431437660392825	0.34	0.265	1	S100A11	FALSE
0.0108154767942783	0.0350404178280459	0.754	0.611	1	SDCCAG8	FALSE
0.0108315731095438	0.00927814228770107	0.326	0.258	1	HBG2	FALSE
0.0108809830813077	-0.0106226128383575	0.409	0.309	1	AP000275.65	FALSE
0.010954450299621	-0.150072888366467	0.459	0.442	1	HYAL3	FALSE
0.0109746978625818	0.00724508554082959	0.438	0.336	1	SIRT5	FALSE
0.0109795072191659	-0.0127082671823155	0.267	0.204	1	BTBD8	FALSE
0.0110079053917153	-0.00702522919855864	0.282	0.215	1	LCMT2	FALSE
0.0110188429383062	0.0053159629233025	0.465	0.364	1	ACADM	FALSE
0.0110290736122384	-0.131681275301437	0.535	0.493	1	EEF1B2	FALSE
0.0110532005348824	-0.00780219189549075	0.23	0.172	1	SETD1A	FALSE
0.0110678243617349	0.000284948790339079	0.337	0.261	1	LIMA1	FALSE
0.011082380972382	-0.00211893702667043	0.393	0.303	1	RBM10	FALSE
0.0110873347757591	-0.00279450304982648	0.299	0.227	1	VARS2	FALSE
0.0110978233454269	-0.00160267828628102	0.379	0.295	1	RBMX	FALSE
