p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
6.31148401312736e-89	-0.343650862679025	0.219	0.394	1.27700256037606e-84	PRKCD
6.51260122829811e-89	0.250918962014906	0.177	0.052	1.31769460652156e-84	KCNJ12
1.02276445624967e-88	-0.312882931505579	0.111	0.266	2.06935932432996e-84	TNFSF14
1.15170062927726e-88	0.365911694986146	0.383	0.21	2.33023588321668e-84	PTPN14
1.18433601712716e-88	0.338716725364237	0.831	0.715	2.39626706345339e-84	MED12L
1.2630183121975e-88	0.334343223608389	0.31	0.146	2.5554649510692e-84	CDC42BPA
1.35347905978352e-88	-0.277877453147117	0.038	0.161	2.73849418166e-84	IGFBP3
1.39283727521268e-88	-0.342354501379801	0.343	0.52	2.81812765893781e-84	ENO1
1.92262337965499e-88	-0.439995778832593	0.136	0.29	3.89004388405594e-84	CCL5
2.11890611821528e-88	-0.330595008518805	0.287	0.459	4.28718274898499e-84	DALRD3
2.19327306070887e-88	-0.344556262200461	0.171	0.349	4.43764938373226e-84	IL15RA
2.96595708635332e-88	-0.363309076427049	0.367	0.546	6.00102097281867e-84	PRR7
3.0527489959694e-88	-0.335126949318965	0.189	0.352	6.17662704354489e-84	S100A10
3.13720019890605e-88	0.404742546941312	0.607	0.44	6.3474971624466e-84	SNTG1
5.05010974278934e-88	-0.26298083299777	0.052	0.179	1.02178870425857e-83	EPB41L4A-AS2
5.40138235826574e-88	0.276940253920802	0.226	0.076	1.09286169254791e-83	PDZRN3
7.57292297852864e-88	-0.374066409638023	0.516	0.678	1.5322295062457e-83	ARPC1B
8.1528123930635e-88	0.393275483111656	0.469	0.294	1.64955853148854e-83	TTC28
1.43860308310467e-87	0.355922545496532	0.864	0.807	2.91072561804567e-83	SSH2
2.56235133967507e-87	-0.319231711341038	0.207	0.372	5.18440546556458e-83	PDXK
3.53817386870416e-87	0.371689848825253	0.84	0.773	7.15878718854912e-83	SMAP2
4.01081623278691e-87	0.334492761995459	0.891	0.829	8.11508448379776e-83	HECW2
4.3930195446606e-87	0.340431209599712	0.363	0.183	8.88839644471178e-83	THRB
4.90188944854296e-87	0.25910763306516	0.252	0.106	9.91799292123697e-83	CELF4
7.01724331282419e-87	-0.379139633302153	0.907	0.932	1.41979883948372e-82	ATXN1
7.4086130165268e-87	-0.361172346188253	0.247	0.432	1.49898467163387e-82	GAPDH
1.13083543065278e-86	0.405073357468644	0.694	0.549	2.28801932683976e-82	AKAP7
2.1725340295658e-86	0.297745688803184	0.301	0.14	4.39568810202049e-82	KCNQ3
3.03479333354451e-86	0.275443681423753	0.211	0.067	6.14029735176061e-82	SULT1E1
3.27512308651136e-86	0.369325039374646	0.368	0.195	6.62655654093843e-82	PTGFRN
3.75546519195595e-86	-0.371176058655062	0.68	0.812	7.59843272288448e-82	RP11-599B13.6
3.78837103817529e-86	0.335862332292356	0.311	0.154	7.66501112154007e-82	ULK2
5.21213498537178e-86	0.338309903477772	0.369	0.2	1.05457127159027e-81	TRPC6
5.97796486614719e-86	0.389152634942886	0.627	0.472	1.20952163136756e-81	DIAPH2
7.45395839706796e-86	-0.351046209963704	0.621	0.767	1.50815940247876e-81	GNAI2
9.26755541410717e-86	-0.411859370199766	0.343	0.496	1.8751044869363e-81	TBC1D7
9.41015496517485e-86	-0.343121874555447	0.447	0.605	1.90395665410383e-81	MYADM
9.90570429252125e-86	-0.364823459223107	0.677	0.814	2.00422114950582e-81	SH2B3
1.04615218084565e-85	-0.261723814473876	0.101	0.235	2.11667970750501e-81	SLC35B2
1.33220518421814e-85	0.329073712408574	0.31	0.14	2.69545074922856e-81	ITGA9
1.42805871344288e-85	0.285687623337825	0.246	0.098	2.88939119490899e-81	SPTLC3
1.80373456321624e-85	0.377838826368765	0.574	0.42	3.64949614175542e-81	COX10
1.83956475020258e-85	0.381919647991732	0.548	0.378	3.72199135908489e-81	LCLAT1
2.38730922980899e-85	-0.317685140733848	0.335	0.499	4.83024276467252e-81	ZYX
3.32582131310874e-85	0.337724000032806	0.362	0.187	6.72913426281292e-81	RNF150
4.03913174007885e-85	0.350096876182357	0.371	0.2	8.17237524970154e-81	DNAH14
4.41720069224166e-85	0.371839293876621	0.419	0.238	8.93732216061256e-81	SLC35F1
7.40755524460021e-85	0.401754350837933	0.587	0.422	1.49877065263996e-80	SPATS2L
9.93047297708057e-85	0.268628492697845	0.187	0.06	2.00923259745271e-80	MAL
1.09371311121342e-84	0.270154484240519	0.185	0.057	2.21290973791811e-80	ABRA
1.2060317248206e-84	0.379824465228797	0.8	0.698	2.44016398882953e-80	C1orf112
1.38224328924118e-84	0.370916761958454	0.672	0.511	2.79669284712167e-80	SLC4A10
1.7355917099355e-84	-0.370837872074416	0.332	0.503	3.5116227067125e-80	MAP3K8
1.80736198076018e-84	-0.34964698825181	0.26	0.441	3.65683549567207e-80	ZBTB17
1.93084451642636e-84	-0.380247606905445	0.494	0.661	3.90667771008545e-80	TNFRSF1B
1.94443968875091e-84	0.30520166083186	0.287	0.126	3.93418482224971e-80	GNG12
2.0712691091744e-84	0.398920927905968	0.557	0.377	4.19079878859256e-80	DOK6
2.440567845631e-84	0.393053595542437	0.633	0.464	4.9380009220652e-80	SNX9
2.47932104822405e-84	0.426860816885724	0.688	0.559	5.01641027687172e-80	TCF12
2.48025872494156e-84	-0.458376749915587	0.315	0.487	5.01830747817426e-80	ANXA1
2.73997702770546e-84	-0.339338355866571	0.518	0.674	5.54379552015646e-80	SUB1
2.83020755339446e-84	-0.392358871816623	0.213	0.394	5.72635894278301e-80	CIITA
3.33600559588687e-84	0.399322473647652	0.532	0.367	6.7497401221579e-80	TESPA1
3.49826545404739e-84	-0.304167107805754	0.159	0.317	7.07804049317409e-80	FLJ27365
3.88172641080643e-84	0.357899510590203	0.842	0.746	7.85389704698464e-80	TNIK
6.50357151266855e-84	-0.290801583671966	0.111	0.27	1.31586762415823e-79	CLCF1
9.6499041016911e-84	0.331565042261259	0.349	0.18	1.95246509689516e-79	TSPAN8
1.0241706245491e-83	0.333297719999801	0.314	0.149	2.0722044246502e-79	MKL2
1.44088664565764e-83	0.305651790977215	0.295	0.138	2.9153459501591e-79	PTGER3
1.8841399173818e-83	-0.367581325713334	0.268	0.445	3.81218029483859e-79	ZNF267
2.22809181788835e-83	-0.376855106262206	0.639	0.766	4.50809817513349e-79	AC069368.3
3.28326879032435e-83	0.352011501950635	0.391	0.222	6.64303774346326e-79	NRP1
3.36853360551784e-83	-0.363382221259126	0.413	0.587	6.81555404404426e-79	AMZ2
4.38253308164873e-83	0.362674062264437	0.397	0.207	8.86717918409988e-79	TTN
5.37573379739876e-83	0.324988623325093	0.331	0.174	1.08767221922769e-78	ARSJ
5.95378567447724e-83	0.331905734863633	0.4	0.22	1.20462945551698e-78	SHROOM3
8.05516989516613e-83	0.258893769580555	0.242	0.102	1.62980252488896e-78	PAWR
9.24660406229622e-83	0.264195418072451	0.245	0.1	1.87086539992439e-78	GLI3
1.50314982805685e-82	-0.312467480285692	0.148	0.304	3.04132304710742e-78	VEGFA
1.60584714524607e-82	0.267091953002759	0.179	0.052	3.24911052897637e-78	C18orf42
1.62277261106715e-82	0.383793451332486	0.585	0.414	3.28335582397216e-78	PCCA
2.90898583147377e-82	0.33500235648317	0.838	0.734	5.88575103282088e-78	SNTB1
3.79892292192476e-82	0.349397818637707	0.342	0.175	7.68636074793036e-78	PBX1
3.85835838530738e-82	0.311115465209843	0.369	0.21	7.80661652099243e-78	MFGE8
4.6973505627491e-82	0.264781225499175	0.24	0.101	9.50414939361026e-78	CC2D2A
6.24846653514172e-82	0.298697293598705	0.25	0.097	1.26425223405522e-77	LPPR1
6.8326006698766e-82	0.356194562395198	0.461	0.305	1.38244009353613e-77	KCND2
7.60794058178669e-82	0.318670026352989	0.495	0.296	1.5393146179129e-77	SLC8A1
9.36271036840731e-82	0.317648015109651	0.367	0.201	1.89435718883985e-77	C1QTNF7
9.80115197958322e-82	-0.365880051846054	0.714	0.829	1.98306708002907e-77	PREX1
1.03333536337899e-81	0.38630552187024	0.747	0.64	2.09074744072471e-77	SUMF1
1.29414828434839e-81	0.381971411691122	0.557	0.377	2.6184502237221e-77	RYR2
1.58564987609046e-81	0.295359944126308	0.27	0.12	3.20824539429382e-77	GRM3
1.64150829395316e-81	0.325278819136607	0.297	0.142	3.32126373115544e-77	NDST3
2.19679312285291e-81	-0.430829807512423	0.358	0.526	4.44477152546829e-77	RXRA
4.60627255929561e-81	0.37930971224784	0.772	0.67	9.3198712692228e-77	TBL1XR1
4.85715584102604e-81	-0.304914593842325	0.267	0.429	9.82748341314799e-77	NDUFAF3
1.05268155511702e-80	-0.358800862782353	0.215	0.383	2.12989059046827e-76	NOD2
1.19070246667718e-80	0.349033569537373	0.483	0.321	2.40914830082793e-76	RIMS1
1.46443326302077e-80	0.347734801357563	0.523	0.368	2.96298782106992e-76	PPFIA2
1.56190265450291e-80	-0.320927809492796	0.645	0.773	3.16019764085573e-76	HNRNPA2B1
1.6750671323449e-80	-0.352784307341589	0.291	0.463	3.38916332887345e-76	MB21D1
2.06368819045769e-80	-0.37070759206178	0.325	0.502	4.17546031575304e-76	DUSP2
3.54975272009113e-80	-0.315036685862269	0.685	0.822	7.18221467856038e-76	OGDH
3.80244596578349e-80	0.409776995769709	0.516	0.363	7.69348892256973e-76	CENPF
3.88658052056073e-80	0.410787839228533	0.459	0.289	7.86371836725052e-76	APBB1
5.47435978767713e-80	0.351455665009648	0.395	0.24	1.10762721584071e-75	SELP
6.28978607492927e-80	0.27940601582799	0.224	0.078	1.27261241654044e-75	EPB41L4B
7.81047877908706e-80	0.370705058761606	0.401	0.234	1.58029417137269e-75	C11orf49
9.72205848835087e-80	0.289351412886922	0.345	0.189	1.96706409394803e-75	KAZN
1.21756152868988e-79	-0.343978268257557	0.194	0.353	2.46349224099823e-75	TXN
1.45046233028065e-79	0.346258619199711	0.533	0.355	2.93472043285684e-75	ANK2
1.60430239663555e-79	-0.328787018219463	0.275	0.46	3.24598503911271e-75	KLF11
1.71514106899854e-79	0.353046285375648	0.38	0.215	3.47024492490474e-75	DACH2
2.31398791082632e-79	0.350359071509151	0.74	0.63	4.6818917399749e-75	HIPK2
2.67587251177989e-79	-0.321633295143045	0.163	0.318	5.41409285308425e-75	F2R
2.78392163177979e-79	-0.382624592618645	0.203	0.364	5.63270863758006e-75	TBKBP1
3.36846241045673e-79	-0.312003388254286	0.174	0.331	6.81540999507709e-75	ADM
5.15653697695131e-79	-0.353099339771352	0.511	0.662	1.04332212654656e-74	CD74
5.38310924984014e-79	-0.27088787195118	0.136	0.283	1.08916449452016e-74	ODF3B
9.72329727386081e-79	0.413554142668739	0.606	0.45	1.96731473742026e-74	LRRTM4
1.07545576508891e-78	-0.331206622733458	0.267	0.435	2.1759696495044e-74	HLA-B
1.22687825576697e-78	-0.389307561760613	0.515	0.666	2.48234277489332e-74	C21orf91
1.58637828633381e-78	-0.382498710518313	0.682	0.806	3.20971918673919e-74	CFLAR
1.69327038563257e-78	0.389685439106868	0.571	0.412	3.42599397125038e-74	TAS2R14
2.08097362189094e-78	0.310958534371831	0.322	0.161	4.21043392917193e-74	NYAP2
2.39167120934885e-78	-0.309050188073643	0.298	0.469	4.83906835787552e-74	CCRN4L
2.40727917931811e-78	0.354343322771055	0.439	0.285	4.87064796351434e-74	STX8
3.39875419202657e-78	0.401310290145725	0.583	0.43	6.87669935672735e-74	MDGA2
4.39275825558096e-78	0.306317882609427	0.352	0.191	8.88786777851695e-74	NALCN
4.87674232686606e-78	-0.321298518616962	0.271	0.439	9.86711274994809e-74	PPP1R9B
5.36714316334381e-78	-0.27366414975917	0.134	0.277	1.08593407623935e-73	ANXA5
5.86257924121099e-78	-0.427451932056632	0.472	0.645	1.18617565787422e-73	PRR5L
7.08567042529779e-78	0.30018782009327	0.247	0.099	1.4336436971505e-73	SIAH3
8.60435225576733e-78	0.256754703601615	0.224	0.091	1.7409185919094e-73	NCR2
1.19732440296641e-77	0.325225109621464	0.888	0.808	2.42254646452194e-73	MGAT5
1.23394025520333e-77	-0.331565411498923	0.244	0.416	2.49663131835289e-73	GADD45B
1.48248847271088e-77	0.375019847745227	0.522	0.355	2.99951892683592e-73	MALRD1
1.59659641261587e-77	0.313521887366229	0.244	0.101	3.23039352164569e-73	PLLP
1.8393864093014e-77	0.320807577234511	0.356	0.192	3.72163052193953e-73	FBN2
1.93810616381226e-77	-0.360818135124141	0.3	0.455	3.92137020124134e-73	CHORDC1
2.00005412791635e-77	-0.342326320517956	0.066	0.182	4.04670951701315e-73	KLF4
2.01550734614294e-77	-0.335246576864154	0.361	0.526	4.07797601345101e-73	PLK3
2.03768249434023e-77	0.3679759493909	0.563	0.401	4.12284299079859e-73	NBAS
2.11159222682809e-77	0.36184189871129	0.776	0.672	4.27238455254128e-73	SNRK
2.40648503892853e-77	0.407332560492937	0.541	0.363	4.86904117926409e-73	ANKRD55
2.46444303803277e-77	0.321552426920924	0.389	0.23	4.9863075988517e-73	CNTN1
2.47769214801446e-77	0.338631218451502	0.331	0.168	5.01311452307766e-73	NT5E
2.59785223684443e-77	0.25670019752633	0.209	0.081	5.25623443080733e-73	TMEM220
3.5971695158591e-77	-0.340711141058508	0.33	0.502	7.27815308143771e-73	MYO1G
5.6506619507805e-77	0.346343024191332	0.447	0.277	1.14329843250142e-72	PRKD1
6.21101512641396e-77	0.37510496744696	0.671	0.52	1.25667469052734e-72	SUCLG2
6.35539373564453e-77	0.27765140435407	0.262	0.113	1.28588681453296e-72	PTGFR
7.76049301073944e-77	0.344032193129911	0.392	0.225	1.57018055086291e-72	SLIT2
9.65083409413621e-77	-0.335836541821558	0.75	0.865	1.95265326226658e-72	IQSEC1
9.96618076963302e-77	-0.358204744886588	0.848	0.915	2.01645735511985e-72	ARHGAP25
1.98309188453341e-76	0.428053374807279	0.613	0.465	4.01238980997644e-72	SPATA6L
2.71152947047905e-76	-0.307312553716451	0.278	0.438	5.48623757762027e-72	HMSD
3.47647334834646e-76	0.269286138850019	0.225	0.096	7.03394852570939e-72	SLC9C2
3.54968855614426e-76	-0.28317184904084	0.201	0.352	7.18208485564668e-72	NCAPH
4.11203639702111e-76	-0.319187582541258	0.732	0.835	8.31988324209281e-72	YWHAZ
4.14151963198592e-76	0.281123694418756	0.256	0.115	8.37953667139712e-72	STON1-GTF2A1L
4.55235795502524e-76	0.302600161412956	0.331	0.17	9.21078585040258e-72	MYRIP
5.17836010514026e-76	-0.333869092728479	0.258	0.43	1.04773760007303e-71	HSPA1B
5.54201014984487e-76	-0.331476938932374	0.497	0.648	1.12131491361811e-71	MYLIP
6.71381130111588e-76	0.307053301901406	0.355	0.198	1.35840544055478e-71	GNGT1
7.29560932164355e-76	-0.260971701121962	0.124	0.259	1.47612063404814e-71	HSPA1A
7.58444431760008e-76	0.32428567973071	0.343	0.185	1.53456061878002e-71	FAM163A
7.6889223494149e-76	0.250663194403624	0.217	0.085	1.55569965895712e-71	SPAG17
9.82529222335232e-76	0.251617909885987	0.213	0.082	1.98795137555087e-71	KIAA1239
1.00182367276847e-75	0.344693639559896	0.479	0.314	2.02698983711244e-71	DTNA
1.05908331788592e-75	0.31023493975636	0.312	0.16	2.14284327707857e-71	CHSY3
1.08436791115567e-75	0.332926255255525	0.84	0.708	2.19400159464126e-71	CD96
1.08644927930533e-75	-0.31723622626223	0.655	0.783	2.19821282681847e-71	RP11-145E5.5
1.09815560283259e-75	0.272114311634891	0.255	0.109	2.22189823121118e-71	ST6GALNAC5
1.17374627204952e-75	-0.315022549627842	0.226	0.39	2.37484083223779e-71	HLA-DQB1
1.24553527353438e-75	0.345757428493872	0.398	0.24	2.52009151894212e-71	PCDH7
1.2456975229877e-75	-0.304851918502862	0.251	0.418	2.52041979826102e-71	SSBP4
1.36916594167793e-75	0.290551563517948	0.288	0.148	2.77023344979695e-71	CPNE2
1.51667393057039e-75	-0.309520629921498	0.868	0.927	3.06868636372308e-71	STK10
1.94449242879819e-75	0.256596639672659	0.212	0.077	3.93429153118737e-71	TRPC5
2.1926143483336e-75	0.286488422109764	0.926	0.897	4.43631661098336e-71	ELMO1
2.41697487828507e-75	-0.328970244254272	0.552	0.699	4.89026527123419e-71	ARPC1A
2.64004641743985e-75	0.315269191490473	0.531	0.38	5.34160591640605e-71	C1orf141
2.90651114045007e-75	-0.353737960213476	0.193	0.349	5.88074399047263e-71	TBX21
3.21457063049988e-75	0.368727403617084	0.487	0.318	6.5040407566904e-71	ZNF704
4.01553843633004e-75	-0.365702033699065	0.382	0.542	8.12463891822658e-71	CAPN2
4.32694122555318e-75	0.367493672277444	0.648	0.513	8.75470018166175e-71	MGAT4C
4.78835623980409e-75	0.364127236163773	0.578	0.418	9.68828117999562e-71	CNBD1
8.89124065104961e-75	0.349932301251749	0.659	0.526	1.79896472092687e-70	LRRC8D
9.4449670805459e-75	0.336910746990109	0.34	0.179	1.91100018940685e-70	ITGA2
1.07779538531021e-74	-0.344973719151214	0.415	0.579	2.18070340309815e-70	TAGLN2
1.61866514610521e-74	0.340868554260384	0.422	0.254	3.27504519011467e-70	STXBP5L
2.52293566714692e-74	0.286800147642807	0.282	0.135	5.10465573533837e-70	LIMCH1
2.55426416145445e-74	-0.350720513664047	0.419	0.587	5.1680426778708e-70	RNASET2
3.58870203318157e-74	-0.351747619191634	0.485	0.641	7.26102082373627e-70	B2M
4.54823567320121e-74	-0.304317692658297	0.586	0.724	9.20244523758801e-70	TUBA1C
6.66211109481585e-74	-0.281941663295622	0.367	0.522	1.34794493781409e-69	PPP2R4
8.34447535606839e-74	0.305188835888064	0.381	0.207	1.68833769879332e-69	GRIK1
8.35461591708605e-74	0.28861226634404	0.294	0.141	1.69038943850402e-69	HMGA2
9.386443675438e-74	-0.307231289159174	0.216	0.378	1.89915914885137e-69	ADRB2
9.43098101477868e-74	0.269659591095319	0.287	0.147	1.90817038872017e-69	KCNH5
1.34272002628963e-73	-0.308624452976621	0.497	0.645	2.71672542919182e-69	TRIM69
1.41135945014906e-73	-0.319836102054265	0.81	0.895	2.8556035754866e-69	C5orf56
1.43306978530023e-73	-0.331878323971935	0.341	0.505	2.89953009659795e-69	PDIA6
1.53767909434907e-73	0.291923090136133	0.293	0.14	3.11118611159648e-69	PREX2
2.30615162301952e-73	0.300529683942454	0.323	0.171	4.6660365788554e-69	ABI3BP
2.31857531452916e-73	0.365535312526534	0.573	0.415	4.69117343388684e-69	FGF14
3.01638599628374e-73	-0.319954820688805	0.403	0.563	6.10305378628089e-69	ARPC5L
3.8105166344726e-73	0.275913840773923	0.239	0.1	7.70981830652841e-69	CMYA5
4.04329064218899e-73	0.291043551323139	0.32	0.173	8.18078995634098e-69	FARP1
4.45224844375341e-73	-0.304990640369574	0.45	0.607	9.00823427624627e-69	FAM214B
4.90562452695723e-73	0.253983161007791	0.221	0.092	9.92555010539256e-69	MID1
4.97286051829092e-73	0.279028443132202	0.311	0.169	1.0061588686658e-68	MB21D2
5.08138669170663e-73	-0.300122659489717	0.189	0.339	1.028116969333e-68	TCTEX1D4
6.01751672410934e-73	-0.30462759395044	0.34	0.503	1.21752415878904e-68	ATG16L2
6.29033656107696e-73	0.334741127190795	0.366	0.209	1.2727237964027e-68	TMPRSS7
6.38879444001482e-73	0.321406844777936	0.363	0.203	1.2926447790482e-68	DKK2
7.63211194402296e-73	-0.320806972457517	0.415	0.569	1.54420520963416e-68	MORN3
7.92438249480935e-73	-0.31983014881807	0.436	0.584	1.60334031017477e-68	MEF2D
8.55922546993948e-73	0.348784852419607	0.516	0.357	1.73178808933285e-68	RP11-144F15.1
1.21107216162769e-72	0.381062250009731	0.576	0.423	2.45036230462131e-68	RIMS2
1.39779427752192e-72	0.352294566708562	0.418	0.249	2.8281571617101e-68	SLC27A6
1.51525625151643e-72	-0.375787367148205	0.396	0.551	3.06581797369319e-68	ZC3H12D
1.5667131638875e-72	0.285286997570014	0.928	0.907	3.16993074449358e-68	HDAC4
1.686882790381e-72	-0.334916874909294	0.29	0.457	3.41306994977788e-68	MAF
1.79735092050738e-72	0.378256737775881	0.516	0.36	3.63658011746259e-68	C12orf42
1.80415613974147e-72	-0.331705402558222	0.289	0.449	3.65034911753892e-68	ZFP36
2.00396900298659e-72	-0.32361095243086	0.555	0.699	4.05463048374276e-68	NAA50
2.06765257789623e-72	0.333776089229025	0.392	0.227	4.18348146085744e-68	PDE3A
2.31758546048197e-72	-0.340633550222206	0.46	0.616	4.68917066219318e-68	SETD7
2.40571093549383e-72	-0.439110052248005	0.469	0.609	4.86747493578467e-68	TRAF1
2.66583465446027e-72	0.285137352509715	0.266	0.125	5.39378325636946e-68	CATSPERB
3.38794995674644e-72	0.312138784151295	0.695	0.555	6.85483914748507e-68	PALM2-AKAP2
3.40910316552829e-72	-0.313665606056594	0.28	0.446	6.89763843481339e-68	GNB2L1
3.76480718721469e-72	0.311943489774275	0.695	0.555	7.61733438189149e-68	AKAP2
4.36137912427999e-72	-0.384755829988374	0.58	0.719	8.82437838215571e-68	PLEC
4.81766535862578e-72	0.335878772509664	0.587	0.448	9.74758232010755e-68	RGS6
6.33148059331585e-72	-0.293410283121965	0.399	0.557	1.2810484684456e-67	ARL4A
7.23948450911549e-72	-0.317902607122423	0.49	0.636	1.46476490072934e-67	VIM
7.97319891634287e-72	0.301592030173837	0.389	0.225	1.61321733674365e-67	PXDNL
1.06227202696254e-71	-0.328583163359231	0.307	0.459	2.14929499215331e-67	SSH1
1.13191408456335e-71	0.284586455260946	0.347	0.211	2.29020176729703e-67	MMP16
1.22626566193765e-71	-0.28353962660908	0.244	0.4	2.48110331379844e-67	CDKN2A
1.34373991551888e-71	0.339854060345377	0.655	0.516	2.71878897106936e-67	DGKB
1.53325590842925e-71	-0.256972184733779	0.144	0.282	3.10223667952491e-67	FKBP4
1.82638312167393e-71	0.382656618044106	0.539	0.372	3.69532097008286e-67	KIAA1324L
1.84943727586656e-71	0.327975438648225	0.303	0.156	3.74196644026081e-67	GLYAT
2.14255470555042e-71	0.285260459850904	0.286	0.14	4.33503093574016e-67	CFTR
2.49952003951378e-71	0.355303747478437	0.594	0.461	5.05727889594823e-67	LDHB
2.98097454963063e-71	-0.303749421781529	0.348	0.51	6.03140580626765e-67	GNB2
5.09703765189524e-71	-0.314715140675485	0.291	0.447	1.03128362810796e-66	BAIAP2
6.02285418907798e-71	0.306223780822874	0.312	0.16	1.21860408807615e-66	C7orf72
9.08371721428135e-71	-0.309373178397287	0.46	0.612	1.83790850396555e-66	SLC3A2
1.00249316771657e-70	0.276029016997717	0.367	0.203	2.02834442624093e-66	RASAL2
1.3615277320908e-70	0.363884441314466	0.788	0.707	2.75477906033932e-66	R3HDM1
1.39710770347316e-70	0.267590061396776	0.248	0.102	2.82676801643724e-66	LNX1
2.14957489758401e-70	-0.31429062010178	0.294	0.446	4.34923489028173e-66	PTP4A3
2.4494563346581e-70	0.335722679052926	0.691	0.542	4.95598500191372e-66	MCTP1
2.69283628394507e-70	-0.328264309053485	0.248	0.396	5.44841565330607e-66	DOT1L
2.72628912500944e-70	0.331896313663802	0.588	0.456	5.5161007866316e-66	TBL1X
3.71435850478794e-70	-0.292457510696239	0.467	0.619	7.51526156273743e-66	ZNFX1
3.8647962743998e-70	-0.321816312321218	0.544	0.688	7.81964230199311e-66	SRGN
4.42631155473408e-70	-0.341448907798113	0.31	0.474	8.95575616869346e-66	SAT1
5.53431131103229e-70	0.258862348234369	0.255	0.118	1.11975720756116e-65	ABCA12
6.99551036383116e-70	0.322500192649652	0.345	0.182	1.41540161191396e-65	PID1
8.01903517804703e-70	-0.263188329540975	0.219	0.367	1.62249138757425e-65	NANOS3
1.04593330713286e-69	0.380824998634436	0.606	0.462	2.11623686032191e-65	CCDC57
1.17602373681555e-69	0.302281349790311	0.306	0.156	2.37944882669891e-65	ADD2
1.19449599141432e-69	0.364370133070704	0.627	0.453	2.41682373942859e-65	CD28
1.28861546414403e-69	-0.308097724450579	0.374	0.533	2.60725566860262e-65	RIPK1
1.36002806641533e-69	0.369449143046204	0.694	0.569	2.75174478677815e-65	SGCZ
1.36379816517529e-69	0.35342709449024	0.402	0.24	2.75937282759916e-65	XIRP2
1.66769748655291e-69	-0.288815478630948	0.222	0.374	3.37425232454251e-65	ADIRF
2.11578860206491e-69	-0.304946421890776	0.357	0.516	4.28087507855792e-65	EIF4A2
2.19294098812428e-69	-0.318992228508645	0.331	0.497	4.43697750127186e-65	ODC1
2.20715184924056e-69	-0.473283093596603	0.748	0.79	4.46573033656843e-65	NFATC2
2.32087978377766e-69	0.364336458647994	0.483	0.32	4.69583606651733e-65	CACNA2D1
2.51475290972705e-69	0.277422912365972	0.294	0.138	5.08809956225073e-65	ADCY2
3.09174058628112e-69	-0.31346984320175	0.331	0.5	6.2555187282226e-65	WBP4
5.18183243895953e-69	-0.270538259193231	0.352	0.497	1.04844015737468e-64	AP001816.1
5.58433262765985e-69	0.327273283584337	0.778	0.69	1.12987802055442e-64	MED13L
6.79553447808978e-69	-0.321913186615984	0.3	0.461	1.37494049095191e-64	MCL1
7.24701476952795e-69	-0.291623186983799	0.345	0.497	1.46628849831859e-64	LONRF1
7.44736946329182e-69	-0.326316773498414	0.533	0.671	1.50682626350783e-64	MOB3A
1.25283194708151e-68	0.305381821711362	0.544	0.365	2.53485487853002e-64	ZNF516
1.63312204640836e-68	0.348955881967887	0.525	0.367	3.30429583649803e-64	TMEM117
1.86066228655742e-68	-0.30535761787878	0.707	0.821	3.76467800439164e-64	MXI1
1.9118447385066e-68	0.311920197490151	0.647	0.457	3.86823545942039e-64	CDK14
2.34118764406066e-68	-0.296164790372847	0.252	0.406	4.73692496022793e-64	SYT11
2.61735133544793e-68	-0.269618142450101	0.166	0.306	5.2956869570118e-64	CD81
2.65007812316009e-68	0.356488203684538	0.723	0.607	5.36190306658981e-64	CADM2
2.77718419989067e-68	0.312815886766747	0.611	0.438	5.6190767916388e-64	TCF4
3.05775646262386e-68	-0.29918549025049	0.273	0.429	6.18675865082685e-64	BTG3
3.28112178357728e-68	-0.277375755821849	0.404	0.557	6.63869370471192e-64	DNAJB2
3.40982475001588e-68	0.348851288101537	0.489	0.314	6.89909841670714e-64	MYO16
3.86867318576392e-68	-0.30724885885424	0.486	0.635	7.82748645675613e-64	TCP1
3.95978509271688e-68	-0.266971110492551	0.18	0.321	8.01183317809406e-64	FGFRL1
3.98470689610895e-68	-0.305393290248807	0.236	0.402	8.06225746289723e-64	HIST3H2A
4.99291189430281e-68	-0.401889346287804	0.483	0.612	1.01021586357429e-63	GALM
5.48282767504514e-68	-0.2982402744924	0.361	0.512	1.10934052349188e-63	DLEC1
7.45926620777343e-68	0.359093733813675	0.568	0.412	1.5092333318188e-63	SLC7A6
7.83740436681325e-68	0.316850201576764	0.691	0.538	1.58574202553732e-63	TRIO
1.00288128808864e-67	-0.261212249668582	0.103	0.225	2.02912971018974e-63	TRIP13
1.28290551668778e-67	-0.275793517094086	0.165	0.315	2.59570273191438e-63	SPATA2
1.35238905541656e-67	0.306628582314321	0.891	0.827	2.73628877582433e-63	PITPNC1
1.453021176396e-67	0.299866036615158	0.427	0.257	2.93989774620202e-63	RALGPS2
1.82477197029515e-67	-0.321390251105072	0.21	0.35	3.69206112749817e-63	KIF3B
3.12512208481056e-67	0.334644777975878	0.56	0.415	6.3230595141972e-63	NCAM2
3.80767272092547e-67	-0.275968299184364	0.196	0.345	7.7040642162485e-63	CDK9
3.92139990398542e-67	0.3180525137304	0.791	0.718	7.93416842573369e-63	SND1
4.45892539895418e-67	0.263544210386539	0.255	0.12	9.02174375970398e-63	KCNK2
5.41892889528913e-67	-0.356586621247185	0.542	0.677	1.09641188338385e-62	PTGER4
5.44713397367908e-67	-0.303075498457736	0.195	0.339	1.10211861689449e-62	NFIL3
